Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR1518382	NODE_26290_length_1790_cov_27.623791	86.3	1790	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR1518382	NODE_26925_length_2273_cov_367.029018	71.5	2273	656	0.937500	7.44e-309	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR1518382	NODE_28057_length_2463_cov_213.134979	57.1	2463	760	0.972368	2.31e-276	acc|GENBANK|QFG74349.1|GENBANK|MN448286|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR1518382	NODE_27803_length_2878_cov_406.361687	60.3	2878	760	0.971053	4.30e-276	acc|GENBANK|QFG74349.1|GENBANK|MN448286|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR1518382	NODE_71_length_2176_cov_181.454970	55.8	2176	783	0.985951	7.36e-266	acc|GENBANK|QFG73724.1|GENBANK|MN448270|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR1518382	NODE_178_length_1180_cov_32.248474	86.8	1180	388	0.938144	2.38e-232	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR1518382	NODE_17808_length_1297_cov_9.233386	78.5	1297	601	0.688852	1.46e-229	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR1518382	NODE_12591_length_1314_cov_8.552693	74.8	1314	461	0.861171	3.75e-207	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR1518382	NODE_3228_length_1419_cov_16.363636	65.1	1419	656	0.721037	2.30e-206	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR1518382	NODE_22480_length_1473_cov_30.611111	56.4	1473	673	0.726597	3.22e-205	acc|REFSEQ|YP_010782552.1|REFSEQ|NC_075039|threonyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR1518382	NODE_24879_length_1119_cov_36.089319	91.5	1119	405	0.723457	2.65e-193	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR1518382	NODE_8451_length_1228_cov_8.561506	66.5	1228	637	0.642072	9.17e-189	acc|GENBANK|QBK87831.1|GENBANK|MK500370|Hsp70 protein [Marseillevirus LCMAC202]	Marseillevirus LCMAC202	Blastx
SRR1518382	NODE_120_length_2441_cov_39.605482	46.6	2441	753	0.962815	2.95e-186	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR1518382	NODE_23570_length_1758_cov_30.311304	51.0	1758	562	1.008897	2.34e-185	acc|GENBANK|QDY52375.1|GENBANK|MK250091|asparagine synthase [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR1518382	NODE_20386_length_880_cov_11.709563	82.3	880	700	0.418571	2.37e-178	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR1518382	NODE_22361_length_1502_cov_15.278421	50.4	1502	524	0.980916	1.01e-177	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR1518382	NODE_943_length_1043_cov_248.397030	72.1	1043	383	0.843342	1.05e-173	acc|GENBANK|AJA91762.1|GENBANK|KM434202|dihydroflavonol 4-reductase [Allium cepa]	Allium cepa	Blastx
SRR1518382	NODE_949_length_1486_cov_296.211287	90.3	1486	258	1.000000	6.09e-168	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR1518382	NODE_28022_length_1678_cov_185.985410	61.0	1678	558	0.775986	2.48e-166	acc|GENBANK|QOR60244.1|GENBANK|MK522034|hypothetical protein [Bathycoccus sp. RCC716 virus 1]	Bathycoccus sp. RCC716 virus 1	Blastx
SRR1518382	NODE_385_length_738_cov_16718.920567	98.0	738	1335	0.184270	2.53e-166	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR1518382	NODE_28029_length_1524_cov_233.535211	84.1	1524	258	1.000000	3.78e-160	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR1518382	NODE_15064_length_1165_cov_3.407244	57.6	1165	435	0.926437	6.30e-160	acc|GENBANK|UUT40559.1|GENBANK|ON887238|hypothetical protein [carnivorous sponge associated iridovirus]	carnivorous sponge associated iridovirus	Blastx
SRR1518382	NODE_2254_length_912_cov_7.536974	86.0	912	2627	0.103540	2.59e-157	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR1518382	NODE_27348_length_1163_cov_52.563717	59.5	1163	388	0.953608	6.04e-156	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR1518382	NODE_3518_length_1067_cov_12.685687	71.5	1067	2627	0.135135	1.69e-155	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR1518382	NODE_8649_length_1094_cov_314.127238	66.1	1094	405	0.814815	1.85e-155	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR1518382	NODE_13121_length_1195_cov_7.402754	61.9	1195	759	0.466403	2.76e-155	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR1518382	NODE_831_length_700_cov_5273.484258	97.0	700	246	0.947154	1.58e-152	acc|GENBANK|AJD23385.1|GENBANK|KJ789133|coat protein [Yam virus X]	Yam virus X	Blastx
SRR1518382	NODE_11150_length_642_cov_68.311987	94.8	642	482	0.441909	8.31e-146	acc|GENBANK|BBA54297.1|GENBANK|AB898755|gag : akt fusion protein [Feline leukemia virus]	Feline leukemia virus	Blastx
SRR1518382	NODE_25458_length_1243_cov_16.009091	57.1	1243	875	0.426286	1.21e-144	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
SRR1518382	NODE_991_length_820_cov_12.627700	80.8	820	237	0.987342	9.53e-144	acc|GENBANK|UZT29049.1|GENBANK|OP765507|photosystem D1 protein [Nucleocytoviricota sp.]	Nucleocytoviricota sp.	Blastx
SRR1518382	NODE_13142_length_766_cov_4.641201	87.5	766	2466	0.103406	2.16e-140	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR1518382	NODE_23822_length_866_cov_18.400960	73.1	866	325	0.858462	1.50e-139	acc|GENBANK|QDH91349.1|GENBANK|MN036178|hypothetical protein [Partitiviridae sp.]	Partitiviridae sp.	Blastx
SRR1518382	NODE_22730_length_1954_cov_30.421655	40.4	1954	1040	0.574038	6.94e-138	acc|REFSEQ|YP_010780932.1|REFSEQ|NC_075038|putative ATP-citrate synthase isoform X3 [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR1518382	NODE_27318_length_954_cov_48.774159	59.9	954	759	0.407115	9.00e-134	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR1518382	NODE_554_length_1299_cov_346.075039	51.9	1299	423	1.002364	1.15e-131	acc|GENBANK|CAA38181.1|GENBANK|X54284|phosphoglycerate kinase [Trichoderma viride]	Trichoderma viride	Blastx
SRR1518382	NODE_1055_length_837_cov_72.317164	75.1	837	325	0.790769	3.46e-131	acc|GENBANK|QDH91349.1|GENBANK|MN036178|hypothetical protein [Partitiviridae sp.]	Partitiviridae sp.	Blastx
SRR1518382	NODE_5050_length_823_cov_9.813924	63.3	823	759	0.362319	1.30e-130	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR1518382	NODE_24654_length_1220_cov_52.901432	51.3	1220	423	0.995272	1.64e-129	acc|GENBANK|CAA38181.1|GENBANK|X54284|phosphoglycerate kinase [Trichoderma viride]	Trichoderma viride	Blastx
SRR1518382	NODE_5089_length_1511_cov_18.526387	48.3	1511	428	0.985981	3.48e-129	acc|REFSEQ|YP_010781331.1|REFSEQ|NC_075039|translation initiation factor 2 gamma subunit [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR1518382	NODE_26997_length_1362_cov_51.539503	56.2	1362	376	0.970745	6.02e-128	acc|GENBANK|WBR14998.1|GENBANK|ON887157|Chorismate synthase [Pandoravirus kuranda]	Pandoravirus kuranda	Blastx
SRR1518382	NODE_27993_length_1041_cov_144.114087	67.0	1041	405	0.688889	1.12e-127	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR1518382	NODE_26471_length_1160_cov_38.839397	67.0	1160	405	0.688889	9.40e-127	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR1518382	NODE_27887_length_1773_cov_47.315517	50.1	1773	558	0.783154	9.64e-127	acc|GENBANK|QOR60244.1|GENBANK|MK522034|hypothetical protein [Bathycoccus sp. RCC716 virus 1]	Bathycoccus sp. RCC716 virus 1	Blastx
SRR1518382	NODE_27045_length_1017_cov_106.217480	85.2	1017	214	0.948598	4.08e-126	acc|GENBANK|UZE89726.1|GENBANK|ON704650|hypothetical protein [Parapoynx stagnalis nucleopolyhedrovirus]	Parapoynx stagnalis nucleopolyhedrovirus	Blastx
SRR1518382	NODE_24295_length_714_cov_9.916300	81.8	714	461	0.501085	4.62e-125	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR1518382	NODE_267_length_1090_cov_4.644276	58.6	1090	515	0.600000	6.38e-124	acc|REFSEQ|YP_010781615.1|REFSEQ|NC_075039|lysine-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR1518382	NODE_2221_length_766_cov_11.824011	82.7	766	564	0.398936	1.08e-123	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR1518382	NODE_6482_length_1141_cov_4.166065	60.8	1141	621	0.513688	2.48e-123	acc|GENBANK|AAK84478.1|GENBANK|AF275345|unknown [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR1518382	NODE_24699_length_881_cov_21.489387	83.9	881	564	0.397163	3.32e-123	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR1518382	NODE_37340_length_637_cov_3.486755	91.9	637	2627	0.080320	5.70e-123	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR1518382	NODE_2067_length_877_cov_10.291469	62.7	877	737	0.396201	1.27e-122	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR1518382	NODE_28131_length_1646_cov_585.772474	43.8	1646	455	0.978022	1.10e-121	acc|GENBANK|QFG73745.1|GENBANK|MN448270|elongation factor Tu GTP binding domain protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
