Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR31829833	NODE_2566_length_6752_cov_59087.654859	82.1	6752	2628	0.843988	0.00e+00	acc|GENBANK|WZW82046.1|NEIGHBOR|PP701468|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829833	NODE_2593_length_6749_cov_10321.720816	81.9	6749	2627	0.841264	0.00e+00	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829833	NODE_5652_length_2407_cov_22.838669	86.3	2407	2466	0.300892	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829833	NODE_606_length_1785_cov_17.392123	86.2	1785	518	0.996139	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR31829833	NODE_1928_length_1486_cov_200.355816	86.2	1486	405	1.000000	3.34e-251	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829833	NODE_719_length_1541_cov_6.966180	71.7	1541	557	0.836625	7.56e-250	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829833	NODE_2830_length_1494_cov_33322.697467	84.0	1494	2627	0.164065	1.91e-245	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829833	NODE_2470_length_1470_cov_5714.387613	82.4	1470	2627	0.164065	1.98e-243	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829833	NODE_1379_length_2275_cov_44.796164	49.6	2275	673	1.001486	1.13e-235	acc|REFSEQ|YP_010782552.1|REFSEQ|NC_075039|threonyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR31829833	NODE_3584_length_2348_cov_19.375378	52.2	2348	819	0.842491	5.07e-233	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR31829833	NODE_23573_length_1100_cov_9.029991	83.7	1100	2466	0.148824	1.53e-197	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829833	NODE_3596_length_1682_cov_55.950879	68.2	1682	405	0.930864	9.66e-179	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829833	NODE_19595_length_958_cov_1.881081	82.1	958	601	0.529118	5.18e-177	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR31829833	NODE_2296_length_1275_cov_327.663446	67.5	1275	405	0.911111	4.13e-175	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829833	NODE_2994_length_2582_cov_16.799529	44.5	2582	753	0.934927	1.31e-169	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR31829833	NODE_8955_length_1853_cov_64.708791	61.0	1853	558	0.775986	4.53e-166	acc|GENBANK|QOR60244.1|GENBANK|MK522034|hypothetical protein [Bathycoccus sp. RCC716 virus 1]	Bathycoccus sp. RCC716 virus 1	Blastx
SRR31829833	NODE_591_length_782_cov_8185.644860	97.6	782	246	1.000000	3.51e-163	acc|GENBANK|AJD23385.1|GENBANK|KJ789133|coat protein [Yam virus X]	Yam virus X	Blastx
SRR31829833	NODE_25390_length_1346_cov_30.582635	55.0	1346	706	0.635977	1.08e-162	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829833	NODE_12936_length_1309_cov_37.414577	66.6	1309	753	0.564409	4.03e-162	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR31829833	NODE_957_length_1312_cov_66.394840	58.8	1312	388	0.994845	5.71e-162	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR31829833	NODE_8861_length_1512_cov_15.470588	49.3	1512	1097	0.462170	6.48e-161	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR31829833	NODE_3585_length_2095_cov_14.325897	47.7	2095	563	0.998224	6.46e-158	acc|REFSEQ|YP_010780657.1|REFSEQ|NC_075038|dna topoisomerase 1b [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR31829833	NODE_19779_length_839_cov_6.406948	84.5	839	602	0.461794	1.01e-155	acc|GENBANK|QIG59839.1|GENBANK|MN940578|heat shock protein 70 [Dishui Lake phycodnavirus 3]	Dishui Lake phycodnavirus 3	Blastx
SRR31829833	NODE_8428_length_2159_cov_21.109125	45.3	2159	550	0.974545	3.32e-151	acc|GENBANK|ARF12130.1|GENBANK|KY684110|glutaminyl-tRNA synthetase [Klosneuvirus KNV1]	Klosneuvirus KNV1	Blastx
SRR31829833	NODE_5502_length_813_cov_107.135897	88.3	813	388	0.618557	9.03e-149	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR31829833	NODE_2526_length_670_cov_2926.103611	98.2	670	1335	0.167041	1.00e-145	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR31829833	NODE_7779_length_2057_cov_12.371542	47.3	2057	1263	0.429929	6.89e-145	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR31829833	NODE_589_length_647_cov_4167.785016	98.1	647	246	0.873984	2.06e-141	acc|GENBANK|AJD23385.1|GENBANK|KJ789133|coat protein [Yam virus X]	Yam virus X	Blastx
