Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR25002071	NODE_2222_length_9404_cov_1186.179170	97.5	9404	3118	0.964400	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR25002071	NODE_3489_length_2794_cov_2811.749004	95.8	2794	1064	0.875000	0.00e+00	acc|GENBANK|BAM42889.1|NEIGHBOR|AB746939|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002071	NODE_2733_length_2827_cov_141.726199	97.4	2827	1870	0.466310	0.00e+00	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002071	NODE_3408_length_1500_cov_1100.304022	98.6	1500	1870	0.266845	0.00e+00	acc|GENBANK|UZZ47338.1|NEIGHBOR|OP722589|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002071	NODE_4905_length_1675_cov_12.549330	87.4	1675	2466	0.203163	1.64e-295	acc|GENBANK|AOZ57133.1|GENBANK|KX608909|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR25002071	NODE_1531_length_1459_cov_54.457924	75.7	1459	700	0.682857	7.10e-254	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR25002071	NODE_3115_length_1044_cov_475.139466	98.8	1044	1870	0.185561	1.29e-236	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002071	NODE_2051_length_1724_cov_16.648137	57.6	1724	706	0.774788	9.97e-212	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR25002071	NODE_760_length_1027_cov_118.619718	92.2	1027	405	0.755556	5.81e-203	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR25002071	NODE_16916_length_1146_cov_9.780773	76.2	1146	2466	0.156934	1.38e-181	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR25002071	NODE_2489_length_1548_cov_76.297030	67.9	1548	405	0.930864	5.72e-179	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR25002071	NODE_4338_length_1468_cov_10.840418	54.0	1468	518	0.876448	1.41e-160	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR25002071	NODE_25487_length_1503_cov_17.167347	49.9	1503	1508	0.329576	2.65e-157	acc|GENBANK|CAJ00278.1|GENBANK|AJ966990|hypothetical protein [Lotus japonicus]	Lotus japonicus	Blastx
SRR25002071	NODE_1115_length_1498_cov_27.385666	51.3	1498	656	0.763720	1.13e-153	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR25002071	NODE_4366_length_1546_cov_44.057502	49.6	1546	671	0.676602	1.43e-151	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR25002071	NODE_28112_length_1037_cov_25.634462	61.0	1037	623	0.555377	1.60e-147	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR25002071	NODE_26895_length_1257_cov_19.022876	81.5	1257	601	0.450915	1.46e-145	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR25002071	NODE_1385_length_1502_cov_11.170184	52.8	1502	392	1.076531	2.36e-143	acc|GENBANK|QBK87012.1|GENBANK|MK500340|peptide chain release factor 1 [Marseillevirus LCMAC103]	Marseillevirus LCMAC103	Blastx
SRR25002071	NODE_25086_length_787_cov_12.938992	84.7	787	2466	0.106245	1.85e-139	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR25002071	NODE_16947_length_1182_cov_6.754569	55.1	1182	456	0.831140	2.30e-139	acc|GENBANK|QKF94222.1|GENBANK|MT418680|alanyl-tRNA synthetase [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR25002071	NODE_23871_length_867_cov_8.260192	69.1	867	424	0.672170	2.83e-139	acc|GENBANK|BAA24885.1|GENBANK|AB003364|phytochrome [Adiantum capillus-veneris]	Adiantum capillus-veneris	Blastx
SRR25002071	NODE_2136_length_981_cov_33.252110	89.0	981	258	0.810078	3.45e-137	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR25002071	NODE_25937_length_935_cov_8.933481	81.7	935	564	0.445035	5.56e-135	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR25002071	NODE_21698_length_621_cov_2.062925	95.1	621	439	0.469248	1.40e-132	acc|GENBANK|AAK92822.1|GENBANK|AY050885|putative replicase [Arabidopsis thaliana]	Arabidopsis thaliana	Blastx
SRR25002071	NODE_22982_length_777_cov_3.751344	91.9	777	246	0.857724	7.75e-130	acc|GENBANK|ARF10610.1|GENBANK|KY684104|ubiquitin family protein [Hokovirus HKV1]	Hokovirus HKV1	Blastx
SRR25002071	NODE_23199_length_1514_cov_17.250506	45.9	1514	719	0.632823	1.55e-129	acc|GENBANK|ATZ80239.1|GENBANK|MF782455|translation initiation factor IF-2 [Bodo saltans virus]	Bodo saltans virus	Blastx
SRR25002071	NODE_2567_length_1499_cov_48.909959	48.1	1499	428	0.985981	4.30e-129	acc|REFSEQ|YP_010781331.1|REFSEQ|NC_075039|translation initiation factor 2 gamma subunit [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR25002071	NODE_35244_length_573_cov_3.294444	89.5	573	258	0.740310	1.44e-126	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR25002071	NODE_1378_length_1625_cov_29.277638	57.0	1625	388	0.832474	1.67e-126	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR25002071	NODE_18967_length_1171_cov_12.639719	70.4	1171	292	0.832192	2.16e-126	acc|GENBANK|QKE44490.1|GENBANK|MT364305|putative thymidylate synthase [Yalta virus]	Yalta virus	Blastx
SRR25002071	NODE_10269_length_2194_cov_7.787136	55.2	2194	364	1.054945	7.43e-126	acc|GENBANK|ADB85405.1|GENBANK|GQ252886|putative protein kinase [Phyllostachys edulis]	Phyllostachys edulis	Blastx
SRR25002071	NODE_21824_length_1116_cov_21.051708	85.1	1116	518	0.426641	4.27e-125	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR25002071	NODE_22615_length_829_cov_7.141960	62.4	829	759	0.361001	1.53e-123	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR25002071	NODE_24096_length_1027_cov_21.034205	56.9	1027	518	0.658301	5.93e-122	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR25002071	NODE_1955_length_571_cov_41.745353	86.4	571	388	0.512887	2.59e-121	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR25002071	NODE_5770_length_733_cov_4.275714	82.4	733	478	0.428870	2.82e-119	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
