Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR22534740	NODE_1974_length_5243_cov_4917.455470	92.8	5243	3118	0.560295	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534740	NODE_53_length_3733_cov_13.652432	84.2	3733	2466	0.477291	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534740	NODE_1923_length_2768_cov_7571.572578	95.8	2768	3117	0.295797	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534740	NODE_8228_length_2621_cov_26.408810	93.5	2621	1960	0.445408	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR22534740	NODE_49041_length_2521_cov_37.243167	77.3	2521	700	0.987143	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534740	NODE_665_length_2679_cov_23.886621	79.0	2679	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR22534740	NODE_6761_length_2722_cov_14.798066	56.1	2722	1263	0.652415	7.69e-314	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR22534740	NODE_8564_length_2232_cov_24.969077	64.5	2232	601	1.006656	1.39e-257	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR22534740	NODE_42356_length_2047_cov_6.221946	64.7	2047	656	0.890244	1.84e-253	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR22534740	NODE_49026_length_1661_cov_47.462531	86.4	1661	405	1.000000	7.55e-251	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
