Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR22534740	NC_000947.1	235741	75.08	2301.1306	True	/data/output/mapping/map2Ref/SRR22534740/NC_000947.1.consensus.fasta
SRR22534740	NC_001445.1	15107	3.55	58.9577	False	/data/output/mapping/map2Ref/SRR22534740/NC_001445.1.consensus.fasta
SRR22534740	NC_001616.1	7	0.78	0.0543	False	/data/output/mapping/map2Ref/SRR22534740/NC_001616.1.consensus.fasta
SRR22534740	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_001721.1.consensus.fasta
SRR22534740	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_001777.1.consensus.fasta
SRR22534740	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_001812.1.consensus.fasta
SRR22534740	NC_001841.1	326	2.39	2.3364	False	/data/output/mapping/map2Ref/SRR22534740/NC_001841.1.consensus.fasta
SRR22534740	NC_002509.2	3975	2.84	26.4380	False	/data/output/mapping/map2Ref/SRR22534740/NC_002509.2.consensus.fasta
SRR22534740	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_003003.1.consensus.fasta
SRR22534740	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_003004.1.consensus.fasta
SRR22534740	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_003492.1.consensus.fasta
SRR22534740	NC_004011.1	13	1.49	0.1067	False	/data/output/mapping/map2Ref/SRR22534740/NC_004011.1.consensus.fasta
SRR22534740	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_004667.1.consensus.fasta
SRR22534740	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_004706.1.consensus.fasta
SRR22534740	NC_004752.1	7028	0.91	25.5976	False	/data/output/mapping/map2Ref/SRR22534740/NC_004752.1.consensus.fasta
SRR22534740	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_005289.1.consensus.fasta
SRR22534740	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_005290.1.consensus.fasta
SRR22534740	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_009010.1.consensus.fasta
SRR22534740	NC_010538.1	6913	9.87	39.3839	False	/data/output/mapping/map2Ref/SRR22534740/NC_010538.1.consensus.fasta
SRR22534740	NC_011541.1	18166	3.62	114.6075	False	/data/output/mapping/map2Ref/SRR22534740/NC_011541.1.consensus.fasta
SRR22534740	NC_014742.1	12018	2.01	98.5062	False	/data/output/mapping/map2Ref/SRR22534740/NC_014742.1.consensus.fasta
SRR22534740	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_016003.1.consensus.fasta
SRR22534740	NC_018093.1	161	1.73	0.8888	False	/data/output/mapping/map2Ref/SRR22534740/NC_018093.1.consensus.fasta
SRR22534740	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_018175.1.consensus.fasta
SRR22534740	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_018455.1.consensus.fasta
SRR22534740	NC_019412.1	14	1.28	0.1454	False	/data/output/mapping/map2Ref/SRR22534740/NC_019412.1.consensus.fasta
SRR22534740	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_022895.1.consensus.fasta
SRR22534740	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_025252.1.consensus.fasta
SRR22534740	NC_026248.1	807957	99.96	11295.7406	True	/data/output/mapping/map2Ref/SRR22534740/NC_026248.1.consensus.fasta
SRR22534740	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_027212.1.consensus.fasta
SRR22534740	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_028111.1.consensus.fasta
SRR22534740	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_031763.1.consensus.fasta
SRR22534740	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_031766.1.consensus.fasta
SRR22534740	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_034250.1.consensus.fasta
SRR22534740	NC_038381.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_038381.1.consensus.fasta
SRR22534740	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_038561.1.consensus.fasta
SRR22534740	NC_038986.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_038986.1.consensus.fasta
SRR22534740	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_038987.1.consensus.fasta
SRR22534740	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_038995.1.consensus.fasta
SRR22534740	NC_040712.1	17	9.71	0.2111	False	/data/output/mapping/map2Ref/SRR22534740/NC_040712.1.consensus.fasta
SRR22534740	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_040825.1.consensus.fasta
SRR22534740	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_043084.1.consensus.fasta
SRR22534740	NC_043141.1	10463	7.18	419.7206	False	/data/output/mapping/map2Ref/SRR22534740/NC_043141.1.consensus.fasta
SRR22534740	NC_043146.1	11982	10.96	643.8873	False	/data/output/mapping/map2Ref/SRR22534740/NC_043146.1.consensus.fasta
SRR22534740	NC_043150.1	11649	26.67	1133.2325	False	/data/output/mapping/map2Ref/SRR22534740/NC_043150.1.consensus.fasta
SRR22534740	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_043159.1.consensus.fasta
SRR22534740	NC_043160.1	8475	11.69	297.7422	False	/data/output/mapping/map2Ref/SRR22534740/NC_043160.1.consensus.fasta
SRR22534740	NC_043161.1	1	1.89	0.0189	False	/data/output/mapping/map2Ref/SRR22534740/NC_043161.1.consensus.fasta
SRR22534740	NC_043422.1	110	13.30	2.5122	False	/data/output/mapping/map2Ref/SRR22534740/NC_043422.1.consensus.fasta
SRR22534740	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_055177.1.consensus.fasta
SRR22534740	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_055491.1.consensus.fasta
SRR22534740	NC_055506.1	8823	0.86	28.7077	False	/data/output/mapping/map2Ref/SRR22534740/NC_055506.1.consensus.fasta
SRR22534740	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_075430.1.consensus.fasta
SRR22534740	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_075431.1.consensus.fasta
SRR22534740	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_076148.1.consensus.fasta
SRR22534740	NC_076205.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_076205.1.consensus.fasta
SRR22534740	NC_076449.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_076449.1.consensus.fasta
SRR22534740	NC_076495.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_076495.1.consensus.fasta
SRR22534740	NC_076962.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534740/NC_076962.1.consensus.fasta
