Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR9203062	NC_000947.1	13504	2.33	90.8286	False	/data/output/mapping/map2Ref/SRR9203062/NC_000947.1.consensus.fasta
SRR9203062	NC_001445.1	1	0.90	0.0090	False	/data/output/mapping/map2Ref/SRR9203062/NC_001445.1.consensus.fasta
SRR9203062	NC_001616.1	67	1.33	0.3819	False	/data/output/mapping/map2Ref/SRR9203062/NC_001616.1.consensus.fasta
SRR9203062	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_001721.1.consensus.fasta
SRR9203062	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_001777.1.consensus.fasta
SRR9203062	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_001812.1.consensus.fasta
SRR9203062	NC_001841.1	11	1.22	0.0593	False	/data/output/mapping/map2Ref/SRR9203062/NC_001841.1.consensus.fasta
SRR9203062	NC_002509.2	198	0.88	0.7877	False	/data/output/mapping/map2Ref/SRR9203062/NC_002509.2.consensus.fasta
SRR9203062	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_003003.1.consensus.fasta
SRR9203062	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_003004.1.consensus.fasta
SRR9203062	NC_003492.1	30	1.98	0.1595	False	/data/output/mapping/map2Ref/SRR9203062/NC_003492.1.consensus.fasta
SRR9203062	NC_004011.1	9586	2.27	71.2993	False	/data/output/mapping/map2Ref/SRR9203062/NC_004011.1.consensus.fasta
SRR9203062	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_004667.1.consensus.fasta
SRR9203062	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_004706.1.consensus.fasta
SRR9203062	NC_004752.1	331413	100.00	3109.7753	True	/data/output/mapping/map2Ref/SRR9203062/NC_004752.1.consensus.fasta
SRR9203062	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR9203062/NC_005289.1.consensus.fasta
