Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR22534739	NC_000947.1	249091	74.76	2408.7650	True	/data/output/mapping/map2Ref/SRR22534739/NC_000947.1.consensus.fasta
SRR22534739	NC_001445.1	15051	3.57	60.1401	False	/data/output/mapping/map2Ref/SRR22534739/NC_001445.1.consensus.fasta
SRR22534739	NC_001616.1	3	0.78	0.0235	False	/data/output/mapping/map2Ref/SRR22534739/NC_001616.1.consensus.fasta
SRR22534739	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_001721.1.consensus.fasta
SRR22534739	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_001777.1.consensus.fasta
SRR22534739	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_001812.1.consensus.fasta
SRR22534739	NC_001841.1	213	2.35	1.4348	False	/data/output/mapping/map2Ref/SRR22534739/NC_001841.1.consensus.fasta
SRR22534739	NC_002509.2	3840	2.88	25.0674	False	/data/output/mapping/map2Ref/SRR22534739/NC_002509.2.consensus.fasta
SRR22534739	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_003003.1.consensus.fasta
SRR22534739	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_003004.1.consensus.fasta
SRR22534739	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_003492.1.consensus.fasta
SRR22534739	NC_004011.1	341	1.48	2.6634	False	/data/output/mapping/map2Ref/SRR22534739/NC_004011.1.consensus.fasta
SRR22534739	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_004667.1.consensus.fasta
SRR22534739	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_004706.1.consensus.fasta
SRR22534739	NC_004752.1	6807	0.91	24.8794	False	/data/output/mapping/map2Ref/SRR22534739/NC_004752.1.consensus.fasta
SRR22534739	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534739/NC_005289.1.consensus.fasta
