Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR17635186	NODE_14075_length_5936_cov_27.808622	90.4	5936	1335	0.972285	0.00e+00	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635186	NODE_13934_length_512_cov_1674.374745	98.2	512	316	0.537975	3.06e-117	acc|GENBANK|WEY07645.1|GENBANK|OP219487|coat protein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_27693_length_605_cov_718.481164	80.6	605	1960	0.102551	1.95e-98	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_14313_length_552_cov_1126.838041	83.2	552	1960	0.093878	1.91e-96	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_14804_length_835_cov_2.697789	47.8	835	479	0.572025	1.54e-82	acc|GENBANK|WZO85341.1|GENBANK|PP681888|ABC transporter [Chlorovirus sp.]	Chlorovirus sp.	Blastx
SRR17635186	NODE_14702_length_543_cov_930.335249	66.9	543	1960	0.092347	7.68e-75	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_27690_length_366_cov_466.495652	95.1	366	1960	0.062245	3.15e-70	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_29930_length_405_cov_1359.716146	89.8	405	108	1.000000	1.98e-69	acc|REFSEQ|YP_009116870.1|REFSEQ|NC_026248|triple gene block protein 2 [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_13720_length_570_cov_2.056466	82.2	570	189	0.714286	1.13e-65	acc|REFSEQ|YP_009465730.1|REFSEQ|NC_037057|hypothetical protein [Dishui lake phycodnavirus 1]	Dishui lake phycodnavirus 1	Blastx
SRR17635186	NODE_29097_length_317_cov_995.503378	98.1	317	1960	0.053571	1.14e-63	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_14766_length_370_cov_1523.103152	88.5	370	3118	0.039128	4.54e-63	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635186	NODE_13354_length_301_cov_552.889286	97.0	301	1960	0.051020	3.51e-59	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_31016_length_384_cov_2.410468	70.9	384	3196	0.039737	1.55e-58	acc|REFSEQ|YP_010086751.1|REFSEQ|NC_055470|polyprotein [Gomphocarpus mosaic virus]	Gomphocarpus mosaic virus	Blastx
SRR17635186	NODE_12809_length_451_cov_1.200000	61.1	451	282	0.528369	9.25e-57	acc|GENBANK|AAL14448.1|GENBANK|AF397035|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR17635186	NODE_1494_length_352_cov_2.235650	74.1	352	405	0.286420	6.37e-56	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR17635186	NODE_31209_length_347_cov_1.463190	79.1	347	674	0.170623	7.63e-53	acc|GENBANK|BDT63357.1|GENBANK|LC738883|heat shock protein 70-like protein [Armadillidium vulgare clopovirus]	Armadillidium vulgare clopovirus	Blastx
SRR17635186	NODE_13495_length_279_cov_1204.918605	94.6	279	2508	0.036683	1.59e-48	acc|GENBANK|ANF06854.1|NEIGHBOR|KU309315|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635186	NODE_29389_length_249_cov_979.052632	96.3	249	1960	0.041837	4.88e-48	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635186	NODE_1109_length_248_cov_1.779736	96.3	248	149	0.550336	1.05e-47	acc|GENBANK|ARF10611.1|GENBANK|KY684104|ubiquitin family protein [Hokovirus HKV1]	Hokovirus HKV1	Blastx
SRR17635186	NODE_28750_length_285_cov_1293.950758	85.3	285	3118	0.030468	5.54e-45	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635186	NODE_7697_length_298_cov_4.638989	76.3	298	379	0.255937	1.03e-44	acc|REFSEQ|YP_009665124.1|REFSEQ|NC_043140|polyprotein [Calanthe mild mosaic virus]	Calanthe mild mosaic virus	Blastx
SRR17635186	NODE_18583_length_248_cov_1.374449	95.1	248	149	0.550336	2.35e-44	acc|GENBANK|ARF10611.1|GENBANK|KY684104|ubiquitin family protein [Hokovirus HKV1]	Hokovirus HKV1	Blastx
SRR17635186	NODE_31004_length_344_cov_1.597523	66.1	344	3196	0.035044	7.86e-44	acc|REFSEQ|YP_010086751.1|REFSEQ|NC_055470|polyprotein [Gomphocarpus mosaic virus]	Gomphocarpus mosaic virus	Blastx
SRR17635186	NODE_12931_length_285_cov_1.098485	73.4	285	682	0.137830	6.23e-43	acc|GENBANK|QOI90314.1|GENBANK|MT663535|hypothetical protein [Pyramimonas orientalis virus]	Pyramimonas orientalis virus	Blastx
SRR17635186	NODE_1361_length_324_cov_1.709571	65.1	324	3070	0.034528	4.98e-40	acc|REFSEQ|YP_004934107.1|REFSEQ|NC_016159|polyprotein [Keunjorong mosaic virus]	Keunjorong mosaic virus	Blastx
SRR17635186	NODE_30899_length_268_cov_1.040486	82.4	268	3226	0.026348	1.07e-39	acc|REFSEQ|YP_009552772.1|REFSEQ|NC_040650|polyprotein [Pleione flower breaking virus]	Pleione flower breaking virus	Blastx
SRR17635186	NODE_8083_length_347_cov_2.355828	59.5	347	480	0.241667	4.43e-39	acc|REFSEQ|YP_009665146.1|REFSEQ|NC_043162|polyprotein [Rhopalanthe virus Y]	Rhopalanthe virus Y	Blastx
SRR17635186	NODE_15024_length_277_cov_3.210938	70.8	277	208	0.427885	2.05e-38	acc|GENBANK|AQN68324.1|GENBANK|KY110734|HSP70-like protein [Saudi moumouvirus]	Saudi moumouvirus	Blastx
SRR17635186	NODE_26845_length_261_cov_1.912500	70.2	261	205	0.409756	3.09e-38	acc|REFSEQ|YP_010780597.1|REFSEQ|NC_075038|putative heat shock 70 kDa protein [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR17635186	NODE_28963_length_286_cov_1.947170	75.8	286	630	0.150794	3.58e-38	acc|GENBANK|QOR60303.1|GENBANK|MK522035|hypothetical protein [Bathycoccus sp. RCC716 virus 1]	Bathycoccus sp. RCC716 virus 1	Blastx
