Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR14574593	NODE_24078_length_7346_cov_9.990428	81.6	7346	2466	0.959043	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR14574593	NODE_5623_length_4808_cov_5.334241	53.6	4808	1369	1.003652	0.00e+00	acc|GENBANK|AIC77183.1|GENBANK|KF740825|polyprotein [Gossypium barbadense]	Gossypium barbadense	Blastx
SRR14574593	NODE_2128_length_2020_cov_65.661802	98.4	2020	3085	0.218152	0.00e+00	acc|GENBANK|AGH25928.1|NEIGHBOR|KC473517|coat protein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_4463_length_2020_cov_157.639658	97.2	2020	3084	0.218223	0.00e+00	acc|GENBANK|AHN96203.1|NEIGHBOR|KJ125476|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_19018_length_5117_cov_9.188238	42.0	5117	1558	0.926829	0.00e+00	acc|GENBANK|BAG72148.1|GENBANK|AB430321|hypothetical protein [Lotus japonicus]	Lotus japonicus	Blastx
SRR14574593	NODE_679_length_4334_cov_26.113694	44.0	4334	1359	0.952171	0.00e+00	acc|GENBANK|ABD78322.1|GENBANK|DQ381432|polyprotein [Primula vulgaris]	Primula vulgaris	Blastx
SRR14574593	NODE_4044_length_1579_cov_77.512290	97.9	1579	3085	0.170502	0.00e+00	acc|GENBANK|AGH25928.1|NEIGHBOR|KC473517|coat protein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_12082_length_2030_cov_7.228843	85.9	2030	518	0.998069	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574593	NODE_6036_length_1814_cov_5.108366	73.3	1814	728	0.817308	3.50e-314	acc|GENBANK|QFR35755.1|GENBANK|MK737813|phytochrome B [Chandrasekharania keralensis]	Chandrasekharania keralensis	Blastx
SRR14574593	NODE_910_length_1450_cov_33.383204	98.8	1450	3085	0.156564	6.10e-314	acc|GENBANK|AGH25928.1|NEIGHBOR|KC473517|coat protein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_2417_length_1791_cov_36.854949	79.8	1791	686	0.758017	4.24e-310	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR14574593	NODE_22938_length_1420_cov_71.617880	97.0	1420	3084	0.153372	2.95e-298	acc|GENBANK|AHN96197.1|NEIGHBOR|KJ125473|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_22823_length_2604_cov_10.540257	57.2	2604	1263	0.591449	1.16e-290	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR14574593	NODE_21164_length_1420_cov_20.555876	94.5	1420	3085	0.153323	6.61e-284	acc|GENBANK|AGH25928.1|NEIGHBOR|KC473517|coat protein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_15126_length_1386_cov_6.861050	84.0	1386	728	0.619505	7.47e-278	acc|GENBANK|QFR35755.1|GENBANK|MK737813|phytochrome B [Chandrasekharania keralensis]	Chandrasekharania keralensis	Blastx
SRR14574593	NODE_1870_length_1775_cov_40.300230	76.3	1775	700	0.728571	1.69e-275	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574593	NODE_8815_length_1484_cov_14.560303	90.6	1484	3085	0.148784	5.55e-273	acc|GENBANK|AGH25928.1|NEIGHBOR|KC473517|coat protein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_2408_length_2352_cov_9.830530	61.4	2352	759	0.772069	5.89e-272	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_24745_length_2204_cov_25.797789	57.2	2204	706	0.949008	8.07e-271	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR14574593	NODE_21186_length_2254_cov_10.416929	60.7	2254	759	0.791831	7.73e-269	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_7018_length_1196_cov_53.625107	99.0	1196	3084	0.129053	2.91e-267	acc|GENBANK|AHN96197.1|NEIGHBOR|KJ125473|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_18447_length_1904_cov_7.375200	58.7	1904	623	0.995185	4.69e-265	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR14574593	NODE_24061_length_1587_cov_7.290219	67.5	1587	759	0.640316	1.62e-256	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_4032_length_4119_cov_13.023250	36.6	4119	1471	0.914344	3.75e-252	acc|GENBANK|AGW47867.1|GENBANK|KF303287|polyprotein [Phaseolus vulgaris]	Phaseolus vulgaris	Blastx
SRR14574593	NODE_7325_length_1509_cov_63.752033	86.2	1509	405	1.000000	4.54e-251	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR14574593	NODE_2268_length_1464_cov_50.602376	78.2	1464	602	0.799003	2.37e-248	acc|GENBANK|QIG59839.1|GENBANK|MN940578|heat shock protein 70 [Dishui Lake phycodnavirus 3]	Dishui Lake phycodnavirus 3	Blastx
SRR14574593	NODE_5925_length_2280_cov_16.812194	57.0	2280	759	0.769433	3.16e-242	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_1432_length_1965_cov_46.961698	67.4	1965	478	1.052301	5.93e-242	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR14574593	NODE_22462_length_1372_cov_7.516804	81.0	1372	388	1.059278	5.27e-241	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR14574593	NODE_21332_length_1878_cov_10.634146	57.8	1878	759	0.747036	6.19e-240	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_19486_length_1892_cov_4.510490	53.1	1892	706	0.922096	6.76e-240	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR14574593	NODE_20598_length_1957_cov_10.506757	58.3	1957	759	0.718050	4.23e-237	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_15306_length_1536_cov_5.458417	61.7	1536	759	0.650856	7.44e-233	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_19785_length_2700_cov_7.824897	50.1	2700	897	0.819398	4.36e-228	acc|GENBANK|ABY48136.1|GENBANK|EU306659|glycine-rich protein [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574593	NODE_12751_length_2242_cov_9.828882	52.8	2242	1161	0.580534	1.98e-226	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR14574593	NODE_13456_length_1895_cov_5.544039	58.9	1895	613	0.977162	1.60e-225	acc|GENBANK|ADB85401.1|GENBANK|GQ252886|putative pollen-specific kinase [Phyllostachys edulis]	Phyllostachys edulis	Blastx
SRR14574593	NODE_365_length_3125_cov_32.108344	46.7	3125	776	0.996134	3.45e-220	acc|GENBANK|ABY48135.1|GENBANK|EU306659|beta-D-xylosidase [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574593	NODE_11954_length_1275_cov_5.013688	71.9	1275	496	0.788306	2.68e-212	acc|GENBANK|ACN78958.1|GENBANK|FJ225394|dehydration responsive protein [Glycine max]	Glycine max	Blastx
SRR14574593	NODE_19177_length_1341_cov_7.052752	78.5	1341	439	0.902050	7.65e-211	acc|GENBANK|AAK92822.1|GENBANK|AY050885|putative replicase [Arabidopsis thaliana]	Arabidopsis thaliana	Blastx
SRR14574593	NODE_7418_length_2276_cov_5.305395	50.6	2276	875	0.716571	7.31e-210	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
SRR14574593	NODE_23316_length_1174_cov_37.209465	89.6	1174	3084	0.115759	9.70e-209	acc|GENBANK|AGH25933.1|NEIGHBOR|KC407674|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574593	NODE_1194_length_1584_cov_22.333333	66.9	1584	640	0.726562	1.39e-208	acc|GENBANK|QBK87512.1|GENBANK|MK500355|Hsp70 protein [Marseillevirus LCMAC201]	Marseillevirus LCMAC201	Blastx
