Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR14574592	NODE_4651_length_4333_cov_8.598140	97.8	4333	3084	0.467899	0.00e+00	acc|GENBANK|AHN96197.1|NEIGHBOR|KJ125473|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR14574592	NODE_21450_length_4281_cov_11.381827	79.4	4281	2466	0.579886	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR14574592	NODE_1091_length_3238_cov_12.220905	84.0	3238	2466	0.413625	0.00e+00	acc|GENBANK|AOZ57133.1|GENBANK|KX608909|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR14574592	NODE_3080_length_3642_cov_8.698809	56.6	3642	1161	0.958656	0.00e+00	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR14574592	NODE_6147_length_4141_cov_18.898491	52.5	4141	1161	0.957795	0.00e+00	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR14574592	NODE_171_length_2649_cov_5.390291	63.3	2649	771	1.007782	0.00e+00	acc|REFSEQ|NP_671575.1|REFSEQ|NC_004105|ribonucleotide reductase [Ectromelia virus]	Ectromelia virus	Blastx
SRR14574592	NODE_1950_length_2029_cov_61.965431	86.3	2029	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574592	NODE_5327_length_1667_cov_74.653611	82.1	1667	686	0.756560	2.24e-308	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR14574592	NODE_6034_length_1741_cov_79.603044	80.9	1741	602	0.920266	3.70e-307	acc|GENBANK|QIG59839.1|GENBANK|MN940578|heat shock protein 70 [Dishui Lake phycodnavirus 3]	Dishui Lake phycodnavirus 3	Blastx
SRR14574592	NODE_4569_length_1509_cov_61.837398	79.1	1509	700	0.717143	3.42e-290	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574592	NODE_21373_length_5507_cov_24.512057	43.1	5507	1359	0.805740	2.40e-277	acc|GENBANK|ABD78322.1|GENBANK|DQ381432|polyprotein [Primula vulgaris]	Primula vulgaris	Blastx
SRR14574592	NODE_1168_length_2062_cov_22.130113	59.9	2062	623	1.008026	2.13e-272	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR14574592	NODE_5258_length_3827_cov_18.569847	40.1	3827	1097	0.983592	1.38e-271	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR14574592	NODE_17134_length_2290_cov_18.607444	57.2	2290	706	0.949008	1.62e-270	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR14574592	NODE_5840_length_2130_cov_27.660467	64.3	2130	656	0.939024	1.16e-266	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR14574592	NODE_3085_length_1618_cov_47.724290	72.9	1618	630	0.814286	1.90e-253	acc|REFSEQ|YP_004061438.1|REFSEQ|NC_014765|hypothetical protein [Bathycoccus sp. RCC1105 virus BpV1]	Bathycoccus sp. RCC1105 virus BpV1	Blastx
SRR14574592	NODE_18952_length_1683_cov_29.816364	67.3	1683	478	1.054393	1.84e-243	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR14574592	NODE_21285_length_1344_cov_5.112891	75.3	1344	1161	0.397933	3.83e-235	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR14574592	NODE_6253_length_2416_cov_37.569031	49.6	2416	673	1.001486	4.05e-235	acc|REFSEQ|YP_010782552.1|REFSEQ|NC_075039|threonyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR14574592	NODE_41423_length_1605_cov_9.110051	61.2	1605	759	0.658762	7.72e-234	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574592	NODE_5293_length_2778_cov_10.821129	55.7	2778	912	0.688596	1.82e-232	acc|GENBANK|ACX48824.1|GENBANK|GQ923937|chromomethylase [Zea mays]	Zea mays	Blastx
SRR14574592	NODE_21194_length_1349_cov_6.582827	72.2	1349	728	0.623626	1.43e-230	acc|GENBANK|QFR35755.1|GENBANK|MK737813|phytochrome B [Chandrasekharania keralensis]	Chandrasekharania keralensis	Blastx
SRR14574592	NODE_14436_length_1845_cov_9.829470	58.8	1845	613	0.951060	9.54e-218	acc|GENBANK|ADB85401.1|GENBANK|GQ252886|putative pollen-specific kinase [Phyllostachys edulis]	Phyllostachys edulis	Blastx
SRR14574592	NODE_18956_length_1756_cov_15.116657	73.5	1756	564	0.750000	5.43e-217	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR14574592	NODE_16065_length_1769_cov_16.944700	72.1	1769	564	0.774823	1.79e-216	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR14574592	NODE_21006_length_2461_cov_20.107496	43.8	2461	776	1.027062	6.78e-216	acc|GENBANK|ABY48135.1|GENBANK|EU306659|beta-D-xylosidase [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574592	NODE_19808_length_1396_cov_9.290536	62.3	1396	759	0.611331	7.35e-215	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574592	NODE_10261_length_1291_cov_7.019873	72.3	1291	496	0.786290	3.25e-212	acc|GENBANK|ACN78958.1|GENBANK|FJ225394|dehydration responsive protein [Glycine max]	Glycine max	Blastx
SRR14574592	NODE_17102_length_1951_cov_3.385297	50.4	1951	1413	0.495400	3.40e-212	acc|GENBANK|AYV86995.1|GENBANK|MK072523|putative DNA topoisomerase 2-like isoform X1 [Sylvanvirus sp.]	Sylvanvirus sp.	Blastx
SRR14574592	NODE_9285_length_1388_cov_5.149815	66.4	1388	759	0.553360	6.96e-212	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574592	NODE_14275_length_1370_cov_10.516081	78.5	1370	439	0.902050	5.36e-211	acc|GENBANK|AAK92822.1|GENBANK|AY050885|putative replicase [Arabidopsis thaliana]	Arabidopsis thaliana	Blastx
SRR14574592	NODE_19213_length_4396_cov_10.473069	40.0	4396	1468	0.641008	2.78e-210	acc|GENBANK|QDY51984.1|GENBANK|MK250086|RNA polymerase Rpb1, domain 5 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR14574592	NODE_3543_length_2731_cov_14.411787	41.3	2731	1201	0.776020	2.78e-210	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR14574592	NODE_2587_length_1774_cov_2.425043	55.1	1774	925	0.647568	5.52e-208	acc|GENBANK|ABY48139.1|GENBANK|EU306659|NORK [Medicago truncatula]	Medicago truncatula	Blastx
SRR14574592	NODE_19778_length_1748_cov_17.757434	56.2	1748	759	0.670619	2.27e-207	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574592	NODE_21397_length_2772_cov_47.336619	39.4	2772	980	0.915306	3.17e-202	acc|GENBANK|QKF94300.1|GENBANK|MT418680|ubiquitin activating enzyme [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR14574592	NODE_20379_length_2559_cov_12.500000	67.3	2559	480	1.039583	9.80e-202	acc|GENBANK|ASU92288.1|GENBANK|KX759199|kindr F6 [Zea mays]	Zea mays	Blastx
SRR14574592	NODE_11356_length_2495_cov_24.918359	44.6	2495	737	0.987788	8.66e-198	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR14574592	NODE_3727_length_1318_cov_18.876265	75.8	1318	520	0.723077	8.19e-197	acc|GENBANK|APO14197.1|GENBANK|KX098475|truncated DELLA protein [Setaria italica]	Setaria italica	Blastx
SRR14574592	NODE_5605_length_3379_cov_10.867005	74.3	3379	392	0.961735	1.41e-196	acc|GENBANK|ABV72583.1|GENBANK|EU155081|unknown [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR14574592	NODE_19970_length_2417_cov_29.295721	50.4	2417	574	1.012195	1.99e-190	acc|GENBANK|QBK92332.1|GENBANK|MK500574|translation initiation factor [Pithovirus LCPAC304]	Pithovirus LCPAC304	Blastx
SRR14574592	NODE_19221_length_2746_cov_7.226686	51.2	2746	706	0.804533	3.16e-188	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR14574592	NODE_12334_length_1158_cov_5.722667	65.7	1158	759	0.495389	2.47e-185	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR14574592	NODE_1067_length_1576_cov_13.809462	67.1	1576	378	0.957672	2.96e-184	acc|GENBANK|ACN72775.1|GENBANK|FJ791046|delta-12 oleate desaturase [Helianthus annuus]	Helianthus annuus	Blastx
SRR14574592	NODE_6047_length_2240_cov_18.120979	51.0	2240	656	0.905488	9.60e-184	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR14574592	NODE_1235_length_1443_cov_77.669504	79.5	1443	601	0.569052	2.07e-183	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR14574592	NODE_11401_length_921_cov_5.150901	78.1	921	557	0.549372	5.99e-182	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR14574592	NODE_1207_length_1571_cov_42.415475	61.7	1571	461	0.956616	4.93e-181	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR14574592	NODE_5310_length_3718_cov_57.686839	46.6	3718	753	0.962815	5.44e-181	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR14574592	NODE_3420_length_1572_cov_4.718648	61.3	1572	727	0.607978	1.18e-180	acc|GENBANK|ADB85269.1|GENBANK|GQ252805|putative lectin-like protein kinase [Phyllostachys edulis]	Phyllostachys edulis	Blastx
