Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR31829832	NODE_2757_length_4726_cov_28762.117622	84.1	4726	2628	0.599696	0.00e+00	acc|GENBANK|AZQ00683.1|NEIGHBOR|MH341583|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829832	NODE_3448_length_4726_cov_18016.763691	83.4	4726	2628	0.599696	0.00e+00	acc|GENBANK|AZQ00683.1|NEIGHBOR|MH341583|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829832	NODE_467_length_2441_cov_26.596346	86.2	2441	2466	0.301703	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829832	NODE_3449_length_2051_cov_24541.137760	78.3	2051	2627	0.245147	0.00e+00	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829832	NODE_2745_length_2054_cov_38713.733795	77.4	2054	2628	0.247717	0.00e+00	acc|GENBANK|WZW82046.1|NEIGHBOR|PP701468|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829832	NODE_22056_length_1397_cov_16.534457	89.3	1397	518	0.864865	4.47e-290	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR31829832	NODE_537_length_2309_cov_30.877417	55.8	2309	783	0.988506	2.54e-265	acc|GENBANK|QFG73724.1|GENBANK|MN448270|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR31829832	NODE_25442_length_1323_cov_27.666667	78.1	1323	700	0.627143	8.81e-250	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR31829832	NODE_1218_length_1488_cov_246.015120	88.3	1488	405	0.953086	2.70e-248	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829832	NODE_2569_length_1462_cov_19028.510147	84.0	1462	2627	0.164065	1.25e-245	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829832	NODE_2651_length_1462_cov_11131.326102	82.4	1462	2627	0.164065	1.76e-243	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829832	NODE_1026_length_2290_cov_41.673460	49.6	2290	673	1.001486	1.34e-235	acc|REFSEQ|YP_010782552.1|REFSEQ|NC_075039|threonyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR31829832	NODE_18853_length_1608_cov_27.521905	57.5	1608	706	0.756374	1.95e-206	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829832	NODE_20187_length_1115_cov_7.118299	83.9	1115	2466	0.150852	8.12e-203	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829832	NODE_18820_length_1202_cov_4.850299	77.8	1202	2466	0.164234	9.99e-194	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829832	NODE_446_length_907_cov_12.631579	82.7	907	365	0.824658	1.71e-184	acc|GENBANK|AAL10011.1|GENBANK|AF380292|MHC class I antigen [Pan troglodytes]	Pan troglodytes	Blastx
SRR31829832	NODE_8104_length_1395_cov_10.968429	57.1	1395	1263	0.374505	7.20e-180	acc|GENBANK|AAD26531.1|GENBANK|AF087141|valyl-tRNA synthetase [Mus musculus]	Mus musculus	Blastx
SRR31829832	NODE_23426_length_1828_cov_22.859610	50.6	1828	524	0.980916	6.79e-176	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR31829832	NODE_7538_length_1039_cov_14.832008	81.7	1039	601	0.527454	3.46e-175	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR31829832	NODE_25223_length_1368_cov_11.202247	63.6	1368	1042	0.371401	3.39e-174	acc|GENBANK|ACN78973.1|GENBANK|FJ225394|copia-type polyprotein [Glycine max]	Glycine max	Blastx
SRR31829832	NODE_1846_length_1766_cov_104.290825	61.0	1766	558	0.775986	1.68e-166	acc|GENBANK|QOR60244.1|GENBANK|MK522034|hypothetical protein [Bathycoccus sp. RCC716 virus 1]	Bathycoccus sp. RCC716 virus 1	Blastx
SRR31829832	NODE_726_length_1606_cov_30.379530	51.9	1606	562	0.884342	5.14e-163	acc|GENBANK|QDY52375.1|GENBANK|MK250091|asparagine synthase [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR31829832	NODE_341_length_1285_cov_60.544728	58.8	1285	388	0.994845	4.10e-162	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR31829832	NODE_17270_length_1043_cov_5.828713	75.5	1043	2466	0.140714	9.37e-162	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829832	NODE_137_length_1674_cov_23.120049	48.8	1674	515	0.935922	1.11e-153	acc|REFSEQ|YP_010781615.1|REFSEQ|NC_075039|lysine-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR31829832	NODE_376_length_2588_cov_15.992172	44.2	2588	550	0.990909	1.03e-150	acc|GENBANK|ARF12130.1|GENBANK|KY684110|glutaminyl-tRNA synthetase [Klosneuvirus KNV1]	Klosneuvirus KNV1	Blastx
SRR31829832	NODE_1673_length_1807_cov_103.739008	42.2	1807	657	0.901065	2.57e-147	acc|GENBANK|CAK7596747.1|GENBANK|OZ003748|Heat shock protein Hsp90 family [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR31829832	NODE_23657_length_1466_cov_21.374040	49.5	1466	531	0.864407	4.12e-147	acc|GENBANK|QBK88836.1|GENBANK|MK500400|CTP synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR31829832	NODE_375_length_915_cov_498.005669	69.3	915	405	0.740741	4.08e-146	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829832	NODE_2705_length_670_cov_3183.265306	98.2	670	1335	0.167041	1.00e-145	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR31829832	NODE_885_length_1778_cov_27.847564	51.7	1778	438	1.011416	3.39e-144	acc|REFSEQ|YP_010780437.1|REFSEQ|NC_075038|Serine tRNA-synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR31829832	NODE_21448_length_1440_cov_11.054016	50.2	1440	531	0.821092	2.10e-142	acc|GENBANK|QBK88836.1|GENBANK|MK500400|CTP synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR31829832	NODE_743_length_1719_cov_4.326216	55.6	1719	1281	0.279469	4.23e-142	acc|GENBANK|AAA67727.1|GENBANK|U15647|reverse transcriptase [Mus musculus domesticus]	Mus musculus domesticus	Blastx
SRR31829832	NODE_24734_length_986_cov_15.050367	80.7	986	564	0.468085	6.80e-141	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR31829832	NODE_6591_length_1341_cov_5.085627	60.4	1341	364	1.000000	8.54e-141	acc|GENBANK|ADB85405.1|GENBANK|GQ252886|putative protein kinase [Phyllostachys edulis]	Phyllostachys edulis	Blastx
SRR31829832	NODE_24451_length_1028_cov_52.859296	81.0	1028	564	0.466312	4.66e-140	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR31829832	NODE_25241_length_1152_cov_7.344951	75.5	1152	557	0.475763	1.02e-138	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR31829832	NODE_22111_length_1739_cov_12.338218	43.6	1739	686	0.746356	3.49e-136	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
