Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR22534752	NODE_2164_length_3501_cov_9256.565744	95.0	3501	3117	0.374398	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534752	NODE_2162_length_2155_cov_6640.013195	94.6	2155	3118	0.229955	0.00e+00	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534752	NODE_5845_length_1935_cov_37.144059	89.1	1935	1960	0.328571	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR22534752	NODE_2158_length_2010_cov_4682.189681	89.1	2010	3118	0.194997	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534752	NODE_2203_length_2993_cov_38.959122	77.3	2993	700	0.987143	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534752	NODE_16744_length_1808_cov_17.383662	82.9	1808	2466	0.244526	0.00e+00	acc|GENBANK|AOZ57133.1|GENBANK|KX608909|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534752	NODE_85_length_2073_cov_22.630392	80.0	2073	686	0.817784	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR22534752	NODE_7321_length_2056_cov_13.692536	85.9	2056	518	0.998069	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534752	NODE_6437_length_2144_cov_13.972999	57.7	2144	706	0.906516	9.65e-257	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR22534752	NODE_18448_length_2082_cov_8.821376	56.2	2082	912	0.718202	4.89e-254	acc|GENBANK|ACX48824.1|GENBANK|GQ923937|chromomethylase [Zea mays]	Zea mays	Blastx
SRR22534752	NODE_3260_length_1595_cov_77.567862	86.4	1595	405	1.000000	4.64e-251	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR22534752	NODE_43117_length_1694_cov_7.059603	66.9	1694	759	0.628458	5.01e-250	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR22534752	NODE_5263_length_3387_cov_34.599284	40.5	3387	1097	0.888788	1.53e-241	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR22534752	NODE_18774_length_1546_cov_17.612690	74.8	1546	2466	0.209246	8.62e-241	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534752	NODE_4988_length_2525_cov_46.363563	50.8	2525	671	0.982116	4.17e-233	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR22534752	NODE_8753_length_1352_cov_14.920394	79.1	1352	2466	0.184509	3.17e-226	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534752	NODE_8761_length_2163_cov_5.161502	58.2	2163	1161	0.496985	8.88e-226	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR22534752	NODE_1722_length_3055_cov_19.276638	39.8	3055	980	0.992857	1.31e-225	acc|GENBANK|QKF94300.1|GENBANK|MT418680|ubiquitin activating enzyme [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR22534752	NODE_11218_length_1105_cov_6129.944963	92.6	1105	3130	0.117252	8.21e-219	acc|GENBANK|BAA36278.1|NEIGHBOR|AB016500|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534752	NODE_8410_length_1334_cov_4.739431	67.1	1334	746	0.595174	4.63e-217	acc|REFSEQ|YP_294186.1|REFSEQ|NC_007346|ribonucleotide reductase [Emiliania huxleyi virus 86]	Emiliania huxleyi virus 86	Blastx
SRR22534752	NODE_7111_length_2320_cov_34.331876	44.6	2320	737	0.985075	1.47e-197	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR22534752	NODE_2077_length_1293_cov_36.105556	88.3	1293	518	0.611969	7.98e-197	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534752	NODE_18106_length_838_cov_109.949068	97.5	838	316	0.882911	1.37e-193	acc|GENBANK|WEY07647.1|GENBANK|OP219489|coat protein [Yam latent virus]	Yam latent virus	Blastx
SRR22534752	NODE_3443_length_1892_cov_46.643357	54.7	1892	897	0.570792	7.45e-187	acc|GENBANK|ABY48136.1|GENBANK|EU306659|glycine-rich protein [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534752	NODE_963_length_1298_cov_15.707510	67.8	1298	378	0.960317	1.57e-184	acc|GENBANK|ACN72775.1|GENBANK|FJ791046|delta-12 oleate desaturase [Helianthus annuus]	Helianthus annuus	Blastx
SRR22534752	NODE_18128_length_1762_cov_34.857143	59.0	1762	518	0.899614	2.48e-184	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534752	NODE_3473_length_2020_cov_16.853548	51.2	2020	875	0.632000	3.05e-184	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
SRR22534752	NODE_9062_length_1393_cov_14.065441	65.0	1393	925	0.475676	2.12e-183	acc|GENBANK|ABY48139.1|GENBANK|EU306659|NORK [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534752	NODE_8804_length_2288_cov_10.826164	52.7	2288	656	0.861280	4.57e-183	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR22534752	NODE_4421_length_1801_cov_45.065611	67.9	1801	405	0.930864	1.11e-177	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR22534752	NODE_21659_length_1214_cov_18.342930	60.3	1214	623	0.651685	6.12e-172	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR22534752	NODE_11215_length_1060_cov_10850.031159	91.9	1060	291	0.886598	2.93e-169	acc|GENBANK|BAA86290.1|GENBANK|AB027009|coat protein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534752	NODE_44733_length_1254_cov_15.821458	85.3	1254	2466	0.129359	2.74e-167	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534752	NODE_3497_length_1632_cov_52.744841	51.1	1632	524	0.925573	3.33e-167	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR22534752	NODE_2159_length_765_cov_40900.759563	99.2	765	316	0.746835	5.62e-166	acc|GENBANK|WEY07662.1|GENBANK|OP219504|coat protein [Yam latent virus]	Yam latent virus	Blastx
SRR22534752	NODE_2366_length_1452_cov_21.100070	51.0	1452	489	1.006135	3.38e-163	acc|GENBANK|QBK85775.1|GENBANK|MK500327|aspartyl/asparaginyl-tRNA synthetase [Marseillevirus LCMAC101]	Marseillevirus LCMAC101	Blastx
SRR22534752	NODE_1384_length_959_cov_32.002160	77.6	959	601	0.490849	1.92e-159	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR22534752	NODE_19047_length_1414_cov_5.050688	59.7	1414	759	0.487484	1.99e-157	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR22534752	NODE_45287_length_1350_cov_9.017464	63.8	1350	422	0.864929	2.14e-156	acc|GENBANK|ABY48137.1|GENBANK|EU306659|putative protein [Medicago truncatula]	Medicago truncatula	Blastx
