Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR2124164	NODE_3422_length_6297_cov_83.948755	72.3	6297	1595	0.976176	0.00e+00	acc|REFSEQ|YP_009553219.1|REFSEQ|NC_040712|ORF3 [Dioscorea nummularia-associated virus]	Dioscorea nummularia-associated virus	Blastx
SRR2124164	NODE_2852_length_2746_cov_130.754884	98.9	2746	3117	0.293551	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR2124164	NODE_2386_length_2240_cov_231.309470	99.7	2240	3117	0.239333	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR2124164	NODE_554_length_2384_cov_296.762654	99.0	2384	3118	0.231238	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR2124164	NODE_14020_length_4621_cov_10.527245	44.5	4621	1508	0.948276	0.00e+00	acc|GENBANK|CAJ00274.1|GENBANK|AJ966991|hypothetical protein [Lotus japonicus]	Lotus japonicus	Blastx
SRR2124164	NODE_7031_length_4999_cov_11.105920	43.8	4999	1359	0.974982	0.00e+00	acc|GENBANK|ABD78322.1|GENBANK|DQ381432|polyprotein [Primula vulgaris]	Primula vulgaris	Blastx
SRR2124164	NODE_42673_length_2224_cov_24.031036	65.3	2224	1472	0.507473	0.00e+00	acc|GENBANK|AAL68641.1|GENBANK|AF458765|polyprotein [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR2124164	NODE_5269_length_1966_cov_50.886187	86.5	1966	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR2124164	NODE_3479_length_1658_cov_30.924923	85.7	1658	518	0.998069	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR2124164	NODE_2538_length_1730_cov_57.910430	78.6	1730	700	0.755714	3.75e-304	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR2124164	NODE_17177_length_3054_cov_4.082092	49.9	3054	1726	0.555041	7.41e-304	acc|GENBANK|USI00829.1|GENBANK|ON753198|retrotransposon protein, putative Ty1-copia [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR2124164	NODE_35289_length_1528_cov_43.181940	79.5	1528	624	0.814103	2.06e-286	acc|REFSEQ|YP_007676312.1|REFSEQ|NC_020864|heat shock protein 70 [Micromonas pusilla virus 12T]	Micromonas pusilla virus 12T	Blastx
