Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR2124164	NC_000947.1	10364	48.01	82.1828	True	/data/output/mapping/map2Ref/SRR2124164/NC_000947.1.consensus.fasta
SRR2124164	NC_001445.1	533	1.58	3.2197	False	/data/output/mapping/map2Ref/SRR2124164/NC_001445.1.consensus.fasta
SRR2124164	NC_001616.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_001616.1.consensus.fasta
SRR2124164	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_001721.1.consensus.fasta
SRR2124164	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_001777.1.consensus.fasta
SRR2124164	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_001812.1.consensus.fasta
SRR2124164	NC_001841.1	2	0.77	0.0137	False	/data/output/mapping/map2Ref/SRR2124164/NC_001841.1.consensus.fasta
SRR2124164	NC_002509.2	495	1.00	3.8767	False	/data/output/mapping/map2Ref/SRR2124164/NC_002509.2.consensus.fasta
SRR2124164	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_003003.1.consensus.fasta
SRR2124164	NC_003004.1	3	4.63	0.0618	False	/data/output/mapping/map2Ref/SRR2124164/NC_003004.1.consensus.fasta
SRR2124164	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_003492.1.consensus.fasta
SRR2124164	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_004011.1.consensus.fasta
SRR2124164	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_004667.1.consensus.fasta
SRR2124164	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_004706.1.consensus.fasta
SRR2124164	NC_004752.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_004752.1.consensus.fasta
SRR2124164	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_005289.1.consensus.fasta
SRR2124164	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_005290.1.consensus.fasta
SRR2124164	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_009010.1.consensus.fasta
SRR2124164	NC_010538.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_010538.1.consensus.fasta
SRR2124164	NC_011541.1	444	3.44	3.8581	False	/data/output/mapping/map2Ref/SRR2124164/NC_011541.1.consensus.fasta
SRR2124164	NC_014742.1	1	0.43	0.0043	False	/data/output/mapping/map2Ref/SRR2124164/NC_014742.1.consensus.fasta
SRR2124164	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_016003.1.consensus.fasta
SRR2124164	NC_018093.1	336	1.46	1.7976	False	/data/output/mapping/map2Ref/SRR2124164/NC_018093.1.consensus.fasta
SRR2124164	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_018175.1.consensus.fasta
SRR2124164	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_018455.1.consensus.fasta
SRR2124164	NC_019412.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_019412.1.consensus.fasta
SRR2124164	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_022895.1.consensus.fasta
SRR2124164	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_025252.1.consensus.fasta
SRR2124164	NC_026248.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_026248.1.consensus.fasta
SRR2124164	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_027212.1.consensus.fasta
SRR2124164	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_028111.1.consensus.fasta
SRR2124164	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_031763.1.consensus.fasta
SRR2124164	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_031766.1.consensus.fasta
SRR2124164	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_034250.1.consensus.fasta
SRR2124164	NC_038381.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_038381.1.consensus.fasta
SRR2124164	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_038561.1.consensus.fasta
SRR2124164	NC_038986.1	60	2.61	0.5434	False	/data/output/mapping/map2Ref/SRR2124164/NC_038986.1.consensus.fasta
SRR2124164	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_038987.1.consensus.fasta
SRR2124164	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_038995.1.consensus.fasta
SRR2124164	NC_040712.1	349	11.23	2.2650	False	/data/output/mapping/map2Ref/SRR2124164/NC_040712.1.consensus.fasta
SRR2124164	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_040825.1.consensus.fasta
SRR2124164	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_043084.1.consensus.fasta
SRR2124164	NC_043141.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_043141.1.consensus.fasta
SRR2124164	NC_043146.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_043146.1.consensus.fasta
SRR2124164	NC_043150.1	1137	22.81	76.2044	False	/data/output/mapping/map2Ref/SRR2124164/NC_043150.1.consensus.fasta
SRR2124164	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_043159.1.consensus.fasta
SRR2124164	NC_043160.1	102	1.74	1.5652	False	/data/output/mapping/map2Ref/SRR2124164/NC_043160.1.consensus.fasta
SRR2124164	NC_043161.1	1	1.89	0.0189	False	/data/output/mapping/map2Ref/SRR2124164/NC_043161.1.consensus.fasta
SRR2124164	NC_043422.1	166	2.31	2.4684	False	/data/output/mapping/map2Ref/SRR2124164/NC_043422.1.consensus.fasta
SRR2124164	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_055177.1.consensus.fasta
SRR2124164	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_055491.1.consensus.fasta
SRR2124164	NC_055506.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_055506.1.consensus.fasta
SRR2124164	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_075430.1.consensus.fasta
SRR2124164	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_075431.1.consensus.fasta
SRR2124164	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR2124164/NC_076148.1.consensus.fasta
