Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR24967171	NODE_3369_length_7537_cov_21.931237	41.4	7537	2466	1.019870	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR24967171	NODE_49639_length_3008_cov_9.503866	85.3	3008	2466	0.406732	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR24967171	NODE_1430_length_4544_cov_42.073598	56.8	4544	1287	1.057498	0.00e+00	acc|GENBANK|WLY67778.1|GENBANK|OR078387|TYG71p [Saccharomyces cerevisiae]	Saccharomyces cerevisiae	Blastx
SRR24967171	NODE_373_length_2624_cov_7.186415	76.1	2624	2466	0.356448	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR24967171	NODE_5936_length_3129_cov_111.151809	68.1	3129	771	0.996109	0.00e+00	acc|REFSEQ|NP_619870.1|REFSEQ|NC_003663|ribonucleotide reductase [Cowpox virus]	Cowpox virus	Blastx
SRR24967171	NODE_1000_length_2629_cov_50.534669	79.0	2629	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR24967171	NODE_9760_length_5535_cov_423.954198	75.7	5535	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR24967171	NODE_482_length_3429_cov_7.601296	52.7	3429	1287	0.796426	0.00e+00	acc|GENBANK|WLY67778.1|GENBANK|OR078387|TYG71p [Saccharomyces cerevisiae]	Saccharomyces cerevisiae	Blastx
SRR24967171	NODE_8893_length_2348_cov_17.757235	68.2	2348	706	0.983003	0.00e+00	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR24967171	NODE_7494_length_4241_cov_94.916587	40.3	4241	1201	1.064113	8.04e-308	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR24967171	NODE_47339_length_1866_cov_8.364975	65.5	1866	763	0.812582	2.10e-302	acc|REFSEQ|YP_009408251.1|REFSEQ|NC_035468|ribonucleotide reductase [Murmansk poxvirus]	Murmansk poxvirus	Blastx
SRR24967171	NODE_10170_length_3056_cov_2192.929540	53.2	3056	819	1.012210	2.82e-302	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR24967171	NODE_56217_length_2673_cov_23.806061	54.4	2673	819	1.014652	7.14e-301	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR24967171	NODE_7694_length_2532_cov_214.637055	54.7	2532	2224	0.388489	1.71e-300	acc|GENBANK|AYV81995.1|GENBANK|MK072332|putative CAD protein isoform X1 [Homavirus sp.]	Homavirus sp.	Blastx
SRR24967171	NODE_7914_length_3496_cov_179.362691	47.0	3496	1263	0.781473	1.04e-298	acc|GENBANK|AAD26531.1|GENBANK|AF087141|valyl-tRNA synthetase [Mus musculus]	Mus musculus	Blastx
SRR24967171	NODE_483_length_1653_cov_35.326543	72.7	1653	557	0.926391	2.23e-280	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR24967171	NODE_7758_length_2133_cov_53.533333	61.6	2133	759	0.772069	7.82e-276	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR24967171	NODE_10489_length_2820_cov_4197.095084	77.3	2820	602	0.840532	2.03e-266	acc|GENBANK|QIG59839.1|GENBANK|MN940578|heat shock protein 70 [Dishui Lake phycodnavirus 3]	Dishui Lake phycodnavirus 3	Blastx
SRR24967171	NODE_1138_length_2315_cov_43.775197	56.0	2315	783	1.003831	1.10e-264	acc|GENBANK|QFG73724.1|GENBANK|MN448270|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
