Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR17635185	NODE_2530_length_6946_cov_1132.144549	93.3	6946	3118	0.742142	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635185	NODE_2555_length_4474_cov_1474.944083	89.0	4474	1960	0.661224	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635185	NODE_2507_length_1892_cov_1926.207910	92.4	1892	3117	0.202117	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635185	NODE_2535_length_2055_cov_814.556047	88.1	2055	1960	0.338265	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635185	NODE_2634_length_1312_cov_7.859024	92.2	1312	1335	0.326592	3.44e-290	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635185	NODE_2607_length_1307_cov_4802.618196	98.6	1307	1870	0.232620	1.24e-285	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635185	NODE_1384_length_1801_cov_7.474719	70.1	1801	1979	0.301162	2.08e-285	acc|GENBANK|QKN22646.1|GENBANK|MN627443|RNA-dependent RNA polymerase [Erysiphe necator associated flexivirus 2]	Erysiphe necator associated flexivirus 2	Blastx
SRR17635185	NODE_1328_length_1216_cov_4.062762	87.2	1216	1335	0.303371	1.36e-259	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635185	NODE_2616_length_906_cov_6755.867797	97.7	906	594	0.506734	2.88e-216	acc|GENBANK|ACK86674.1|GENBANK|FJ485684|RNA-dependent RNA polymerase [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635185	NODE_2474_length_953_cov_1941.778970	97.3	953	316	0.927215	1.22e-206	acc|GENBANK|WEY07653.1|GENBANK|OP219495|coat protein [Yam latent virus]	Yam latent virus	Blastx
SRR17635185	NODE_2612_length_780_cov_6395.930171	99.2	780	289	0.878893	5.69e-186	acc|GENBANK|UQW60611.1|GENBANK|MW556483|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635185	NODE_1323_length_2461_cov_12.683607	86.2	2461	246	1.000000	2.57e-136	acc|GENBANK|AJD23385.1|GENBANK|KJ789133|coat protein [Yam virus X]	Yam virus X	Blastx
SRR17635185	NODE_2610_length_542_cov_11984.380038	96.7	542	402	0.447761	2.51e-124	acc|GENBANK|QOH28254.1|GENBANK|MN184991|large coat protein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
