Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR22534744	NODE_1447_length_6119_cov_1693.488498	92.6	6119	3118	0.637588	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534744	NODE_4230_length_2692_cov_251.276796	91.3	2692	1960	0.457653	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR22534744	NODE_40308_length_2533_cov_14.490000	79.3	2533	2466	0.344282	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534744	NODE_4865_length_2623_cov_23.084170	79.0	2623	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR22534744	NODE_1212_length_1604_cov_2349.777212	97.0	1604	3117	0.171319	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534744	NODE_1518_length_1947_cov_14.927377	85.9	1947	2466	0.240876	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534744	NODE_1487_length_1478_cov_47858.812457	95.1	1478	1960	0.251020	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR22534744	NODE_1416_length_1777_cov_18.277523	90.4	1777	518	0.880309	2.59e-301	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534744	NODE_995_length_1615_cov_13.132111	88.8	1615	518	0.861004	2.37e-290	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534744	NODE_2803_length_2329_cov_22.598868	52.8	2329	1161	0.652885	8.91e-269	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR22534744	NODE_11065_length_2071_cov_13.061825	60.5	2071	623	0.983949	8.50e-268	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR22534744	NODE_505_length_1665_cov_90.044118	86.4	1665	405	1.000000	1.16e-250	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR22534744	NODE_719_length_2527_cov_50.669206	53.7	2527	819	0.848596	2.52e-241	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR22534744	NODE_3568_length_2369_cov_42.705908	50.8	2369	671	0.982116	7.08e-234	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR22534744	NODE_1216_length_1351_cov_2982.711684	87.9	1351	495	0.737374	9.98e-226	acc|GENBANK|ALG64835.1|GENBANK|KR229934|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR22534744	NODE_3607_length_1431_cov_14.100858	74.2	1431	2466	0.193025	9.10e-218	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR22534744	NODE_1296_length_1166_cov_47.428950	81.6	1166	700	0.497143	3.04e-211	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR22534744	NODE_1214_length_2256_cov_8.071975	76.3	2256	520	0.771154	1.44e-210	acc|GENBANK|APO14197.1|GENBANK|KX098475|truncated DELLA protein [Setaria italica]	Setaria italica	Blastx
SRR22534744	NODE_5438_length_2199_cov_8.040166	48.9	2199	1263	0.551861	2.31e-207	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR22534744	NODE_1708_length_1206_cov_5.084399	66.5	1206	759	0.523057	2.01e-199	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR22534744	NODE_39214_length_1270_cov_10.037187	65.9	1270	759	0.517787	1.82e-198	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR22534744	NODE_190_length_2431_cov_31.494996	44.6	2431	737	0.985075	6.99e-197	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR22534744	NODE_39278_length_2039_cov_10.180459	51.3	2039	875	0.633143	6.66e-185	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
