Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR22534738	NC_000947.1	239170	74.44	2322.5083	True	/data/output/mapping/map2Ref/SRR22534738/NC_000947.1.consensus.fasta
SRR22534738	NC_001445.1	14138	3.85	56.3496	False	/data/output/mapping/map2Ref/SRR22534738/NC_001445.1.consensus.fasta
SRR22534738	NC_001616.1	1	0.78	0.0078	False	/data/output/mapping/map2Ref/SRR22534738/NC_001616.1.consensus.fasta
SRR22534738	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_001721.1.consensus.fasta
SRR22534738	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_001777.1.consensus.fasta
SRR22534738	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_001812.1.consensus.fasta
SRR22534738	NC_001841.1	238	2.36	1.5997	False	/data/output/mapping/map2Ref/SRR22534738/NC_001841.1.consensus.fasta
SRR22534738	NC_002509.2	3772	3.56	25.6192	False	/data/output/mapping/map2Ref/SRR22534738/NC_002509.2.consensus.fasta
SRR22534738	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_003003.1.consensus.fasta
SRR22534738	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_003004.1.consensus.fasta
SRR22534738	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_003492.1.consensus.fasta
SRR22534738	NC_004011.1	466	1.49	3.7054	False	/data/output/mapping/map2Ref/SRR22534738/NC_004011.1.consensus.fasta
SRR22534738	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_004667.1.consensus.fasta
SRR22534738	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_004706.1.consensus.fasta
SRR22534738	NC_004752.1	6336	0.87	23.1537	False	/data/output/mapping/map2Ref/SRR22534738/NC_004752.1.consensus.fasta
SRR22534738	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_005289.1.consensus.fasta
SRR22534738	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_005290.1.consensus.fasta
SRR22534738	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_009010.1.consensus.fasta
SRR22534738	NC_010538.1	26787	11.05	157.6294	False	/data/output/mapping/map2Ref/SRR22534738/NC_010538.1.consensus.fasta
SRR22534738	NC_011541.1	18847	5.17	115.8144	False	/data/output/mapping/map2Ref/SRR22534738/NC_011541.1.consensus.fasta
SRR22534738	NC_014742.1	10474	1.99	89.7003	False	/data/output/mapping/map2Ref/SRR22534738/NC_014742.1.consensus.fasta
SRR22534738	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_016003.1.consensus.fasta
SRR22534738	NC_018093.1	95	0.98	0.2969	False	/data/output/mapping/map2Ref/SRR22534738/NC_018093.1.consensus.fasta
SRR22534738	NC_018175.1	506	1.44	4.3045	False	/data/output/mapping/map2Ref/SRR22534738/NC_018175.1.consensus.fasta
SRR22534738	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_018455.1.consensus.fasta
SRR22534738	NC_019412.1	3	1.28	0.0294	False	/data/output/mapping/map2Ref/SRR22534738/NC_019412.1.consensus.fasta
SRR22534738	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_022895.1.consensus.fasta
SRR22534738	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_025252.1.consensus.fasta
SRR22534738	NC_026248.1	2426659	99.96	34003.0139	True	/data/output/mapping/map2Ref/SRR22534738/NC_026248.1.consensus.fasta
SRR22534738	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_027212.1.consensus.fasta
SRR22534738	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR22534738/NC_028111.1.consensus.fasta
