Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR23826119	NODE_3788_length_6166_cov_1108.903310	95.9	6166	3056	0.651832	0.00e+00	acc|GENBANK|QKQ30338.1|NEIGHBOR|MN509831|polyprotein [Bean yellow mosaic virus]	Bean yellow mosaic virus	Blastx
SRR23826119	NODE_1987_length_5055_cov_55.818996	82.7	5055	2466	0.659367	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR23826119	NODE_3786_length_3417_cov_8668.053191	99.3	3417	3056	0.351767	0.00e+00	acc|GENBANK|BAE96599.1|NEIGHBOR|AB079886|polyprotein [Bean yellow mosaic virus]	Bean yellow mosaic virus	Blastx
SRR23826119	NODE_68668_length_3273_cov_45.216667	96.9	3273	1064	0.968045	0.00e+00	acc|GENBANK|AJD23394.1|NEIGHBOR|KJ789137|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR23826119	NODE_53125_length_2571_cov_24.340426	99.7	2571	1019	0.732090	0.00e+00	acc|GENBANK|ABZ80022.1|NEIGHBOR|EU410304|beta-D-galactosidase [synthetic Vaccinia virus]	synthetic Vaccinia virus	Blastx
SRR23826119	NODE_67689_length_2298_cov_25.302428	98.8	2298	1870	0.390909	0.00e+00	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR23826119	NODE_4641_length_2371_cov_148.920873	76.4	2371	700	1.005714	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR23826119	NODE_1231_length_1582_cov_84.919303	86.6	1582	518	0.980695	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR23826119	NODE_69226_length_1282_cov_89.528423	99.0	1282	402	1.000000	7.56e-294	acc|GENBANK|AAL89278.1|GENBANK|AF440570|WSSV410 [Shrimp white spot syndrome virus]	Shrimp white spot syndrome virus	Blastx
SRR23826119	NODE_38393_length_1214_cov_4.546994	99.8	1214	1870	0.216043	4.24e-277	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR23826119	NODE_55399_length_1527_cov_15.417671	97.7	1527	609	0.573071	1.29e-257	acc|GENBANK|ABZ80149.1|NEIGHBOR|EU410304|beta-D-glucuronidase [synthetic Vaccinia virus]	synthetic Vaccinia virus	Blastx
SRR23826119	NODE_5255_length_1655_cov_546.611591	86.4	1655	405	1.000000	1.41e-250	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR23826119	NODE_4720_length_1609_cov_84.990482	81.3	1609	686	0.632653	4.32e-248	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR23826119	NODE_74352_length_1661_cov_80.604423	60.6	1661	623	0.895666	4.24e-247	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR23826119	NODE_1878_length_3059_cov_59.083278	40.7	3059	1097	0.855059	3.84e-229	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR23826119	NODE_51130_length_1036_cov_7.172483	97.4	1036	557	0.549372	3.47e-213	acc|GENBANK|BAB62224.1|GENBANK|AB044386|polyprotein [Chinese yam necrotic mosaic virus]	Chinese yam necrotic mosaic virus	Blastx
SRR23826119	NODE_1566_length_1113_cov_141.132407	78.0	1113	388	0.935567	5.10e-212	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR23826119	NODE_2663_length_1834_cov_33.113826	53.2	1834	819	0.746032	1.16e-211	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR23826119	NODE_1557_length_1164_cov_58.768347	80.2	1164	601	0.620632	1.43e-210	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR23826119	NODE_4787_length_1338_cov_15.323372	63.5	1338	759	0.587615	1.74e-210	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR23826119	NODE_1445_length_2320_cov_14.664189	76.3	2320	520	0.771154	2.93e-210	acc|GENBANK|APO14197.1|GENBANK|KX098475|truncated DELLA protein [Setaria italica]	Setaria italica	Blastx
