Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR8382532	NODE_985_length_4661_cov_54.762748	98.9	4661	3118	0.498076	0.00e+00	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR8382532	NODE_496_length_2442_cov_319.904525	99.2	2442	3118	0.237652	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR8382532	NODE_11680_length_2242_cov_5.660933	77.4	2242	700	0.965714	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR8382532	NODE_10518_length_2137_cov_11.765684	79.9	2137	686	0.849854	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR8382532	NODE_353_length_1639_cov_53.991283	96.8	1639	3118	0.159076	1.56e-315	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR8382532	NODE_12427_length_2902_cov_26.036947	54.4	2902	819	1.014652	5.13e-300	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR8382532	NODE_12054_length_1528_cov_9.291639	79.7	1528	624	0.814103	7.19e-287	acc|REFSEQ|YP_007676312.1|REFSEQ|NC_020864|heat shock protein 70 [Micromonas pusilla virus 12T]	Micromonas pusilla virus 12T	Blastx
SRR8382532	NODE_431_length_1994_cov_41.548700	88.1	1994	405	0.958025	2.53e-246	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR8382532	NODE_11463_length_1250_cov_23.746919	85.5	1250	388	0.994845	1.35e-244	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR8382532	NODE_9547_length_1699_cov_5.859544	55.6	1699	759	0.653491	9.02e-200	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR8382532	NODE_4471_length_2256_cov_3.268556	44.6	2256	737	0.989145	1.03e-197	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR8382532	NODE_10527_length_1584_cov_11.854932	60.9	1584	623	0.717496	3.58e-197	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR8382532	NODE_9854_length_1069_cov_5.977799	80.2	1069	601	0.562396	2.19e-186	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR8382532	NODE_177_length_1588_cov_14.830868	61.5	1588	461	0.956616	3.51e-180	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR8382532	NODE_78_length_1576_cov_67.847699	67.9	1576	405	0.930864	7.91e-179	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR8382532	NODE_433_length_2081_cov_20.150391	68.2	2081	405	0.930864	4.54e-177	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR8382532	NODE_10332_length_1867_cov_7.327154	50.8	1867	524	0.980916	2.64e-176	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR8382532	NODE_359_length_1577_cov_32.744819	59.6	1577	783	0.584930	5.67e-176	acc|GENBANK|QFG73724.1|GENBANK|MN448270|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR8382532	NODE_9786_length_1429_cov_6.379656	60.6	1429	759	0.515152	2.43e-171	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
