Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR8382532	NC_000947.1	5390	61.41	61.9263	True	/data/output/mapping/map2Ref/SRR8382532/NC_000947.1.consensus.fasta
SRR8382532	NC_001445.1	51	2.71	0.2535	False	/data/output/mapping/map2Ref/SRR8382532/NC_001445.1.consensus.fasta
SRR8382532	NC_001616.1	1	0.32	0.0032	False	/data/output/mapping/map2Ref/SRR8382532/NC_001616.1.consensus.fasta
SRR8382532	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_001721.1.consensus.fasta
SRR8382532	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_001777.1.consensus.fasta
SRR8382532	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_001812.1.consensus.fasta
SRR8382532	NC_001841.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_001841.1.consensus.fasta
SRR8382532	NC_002509.2	100	0.97	0.8118	False	/data/output/mapping/map2Ref/SRR8382532/NC_002509.2.consensus.fasta
SRR8382532	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_003003.1.consensus.fasta
SRR8382532	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_003004.1.consensus.fasta
SRR8382532	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_003492.1.consensus.fasta
SRR8382532	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_004011.1.consensus.fasta
SRR8382532	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_004667.1.consensus.fasta
SRR8382532	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_004706.1.consensus.fasta
SRR8382532	NC_004752.1	193	1.65	1.7199	False	/data/output/mapping/map2Ref/SRR8382532/NC_004752.1.consensus.fasta
SRR8382532	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_005289.1.consensus.fasta
SRR8382532	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_005290.1.consensus.fasta
SRR8382532	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_009010.1.consensus.fasta
SRR8382532	NC_010538.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_010538.1.consensus.fasta
SRR8382532	NC_011541.1	737	2.95	7.4950	False	/data/output/mapping/map2Ref/SRR8382532/NC_011541.1.consensus.fasta
SRR8382532	NC_014742.1	60	0.61	0.1607	False	/data/output/mapping/map2Ref/SRR8382532/NC_014742.1.consensus.fasta
SRR8382532	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_016003.1.consensus.fasta
SRR8382532	NC_018093.1	902	2.40	6.2274	False	/data/output/mapping/map2Ref/SRR8382532/NC_018093.1.consensus.fasta
SRR8382532	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_018175.1.consensus.fasta
SRR8382532	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_018455.1.consensus.fasta
SRR8382532	NC_019412.1	2	0.37	0.0073	False	/data/output/mapping/map2Ref/SRR8382532/NC_019412.1.consensus.fasta
SRR8382532	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_022895.1.consensus.fasta
SRR8382532	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_025252.1.consensus.fasta
SRR8382532	NC_026248.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_026248.1.consensus.fasta
SRR8382532	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_027212.1.consensus.fasta
SRR8382532	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_028111.1.consensus.fasta
SRR8382532	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_031763.1.consensus.fasta
SRR8382532	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_031766.1.consensus.fasta
SRR8382532	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_034250.1.consensus.fasta
SRR8382532	NC_038381.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_038381.1.consensus.fasta
SRR8382532	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_038561.1.consensus.fasta
SRR8382532	NC_038986.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_038986.1.consensus.fasta
SRR8382532	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_038987.1.consensus.fasta
SRR8382532	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_038995.1.consensus.fasta
SRR8382532	NC_040712.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_040712.1.consensus.fasta
SRR8382532	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_040825.1.consensus.fasta
SRR8382532	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_043084.1.consensus.fasta
SRR8382532	NC_043141.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_043141.1.consensus.fasta
SRR8382532	NC_043146.1	207	5.85	7.0207	False	/data/output/mapping/map2Ref/SRR8382532/NC_043146.1.consensus.fasta
SRR8382532	NC_043150.1	1156	18.77	103.9061	False	/data/output/mapping/map2Ref/SRR8382532/NC_043150.1.consensus.fasta
SRR8382532	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_043159.1.consensus.fasta
SRR8382532	NC_043160.1	130	14.99	4.8340	False	/data/output/mapping/map2Ref/SRR8382532/NC_043160.1.consensus.fasta
SRR8382532	NC_043161.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_043161.1.consensus.fasta
SRR8382532	NC_043422.1	4	2.13	0.0759	False	/data/output/mapping/map2Ref/SRR8382532/NC_043422.1.consensus.fasta
SRR8382532	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_055177.1.consensus.fasta
SRR8382532	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_055491.1.consensus.fasta
SRR8382532	NC_055506.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_055506.1.consensus.fasta
SRR8382532	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_075430.1.consensus.fasta
SRR8382532	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_075431.1.consensus.fasta
SRR8382532	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_076148.1.consensus.fasta
SRR8382532	NC_076205.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_076205.1.consensus.fasta
SRR8382532	NC_076449.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_076449.1.consensus.fasta
SRR8382532	NC_076495.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_076495.1.consensus.fasta
SRR8382532	NC_076962.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR8382532/NC_076962.1.consensus.fasta
