Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR23826108	NC_000947.1	903	0.94	6.3523	False	/data/output/mapping/map2Ref/SRR23826108/NC_000947.1.consensus.fasta
SRR23826108	NC_001445.1	1	0.36	0.0036	False	/data/output/mapping/map2Ref/SRR23826108/NC_001445.1.consensus.fasta
SRR23826108	NC_001616.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_001616.1.consensus.fasta
SRR23826108	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_001721.1.consensus.fasta
SRR23826108	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_001777.1.consensus.fasta
SRR23826108	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_001812.1.consensus.fasta
SRR23826108	NC_001841.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_001841.1.consensus.fasta
SRR23826108	NC_002509.2	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_002509.2.consensus.fasta
SRR23826108	NC_003003.1	159	20.15	2.4759	False	/data/output/mapping/map2Ref/SRR23826108/NC_003003.1.consensus.fasta
SRR23826108	NC_003004.1	664	49.38	14.7668	True	/data/output/mapping/map2Ref/SRR23826108/NC_003004.1.consensus.fasta
SRR23826108	NC_003492.1	42717	86.25	646.3180	True	/data/output/mapping/map2Ref/SRR23826108/NC_003492.1.consensus.fasta
SRR23826108	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_004011.1.consensus.fasta
SRR23826108	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_004667.1.consensus.fasta
SRR23826108	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR23826108/NC_004706.1.consensus.fasta
SRR23826108	NC_004752.1	806	0.96	6.9518	False	/data/output/mapping/map2Ref/SRR23826108/NC_004752.1.consensus.fasta
SRR23826108	NC_005289.1	16	0.77	0.1221	False	/data/output/mapping/map2Ref/SRR23826108/NC_005289.1.consensus.fasta
SRR23826108	NC_005290.1	19	1.36	0.2429	False	/data/output/mapping/map2Ref/SRR23826108/NC_005290.1.consensus.fasta
