Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR23826108	NODE_2232_length_9544_cov_604.816949	96.9	9544	3056	1.000000	0.00e+00	acc|GENBANK|BAE96599.1|NEIGHBOR|AB079886|polyprotein [Bean yellow mosaic virus]	Bean yellow mosaic virus	Blastx
SRR23826108	NODE_30161_length_2880_cov_35.684229	98.8	2880	1870	0.492513	0.00e+00	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR23826108	NODE_3510_length_2606_cov_45.939759	96.0	2606	1064	0.729323	0.00e+00	acc|GENBANK|ANF06856.1|NEIGHBOR|KU309314|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR23826108	NODE_896_length_2544_cov_35.933493	84.9	2544	2466	0.317113	0.00e+00	acc|GENBANK|AOZ57133.1|GENBANK|KX608909|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR23826108	NODE_2415_length_2464_cov_83.241464	77.3	2464	700	0.987143	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR23826108	NODE_14273_length_1221_cov_3.738215	100	1221	1019	0.399411	4.93e-303	acc|GENBANK|ABZ80022.1|NEIGHBOR|EU410304|beta-D-galactosidase [synthetic Vaccinia virus]	synthetic Vaccinia virus	Blastx
SRR23826108	NODE_1330_length_2575_cov_12.239575	99.0	2575	402	1.000000	8.70e-287	acc|GENBANK|AAL89278.1|GENBANK|AF440570|WSSV410 [Shrimp white spot syndrome virus]	Shrimp white spot syndrome virus	Blastx
SRR23826108	NODE_533_length_1927_cov_35.815734	59.9	1927	623	1.008026	1.40e-273	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR23826108	NODE_23203_length_1491_cov_15.169410	78.3	1491	2466	0.203569	9.00e-251	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR23826108	NODE_2358_length_1658_cov_349.372308	86.4	1658	405	1.000000	1.46e-250	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR23826108	NODE_30026_length_1520_cov_29.422327	77.6	1520	686	0.638484	1.68e-249	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR23826108	NODE_32083_length_2118_cov_123.031175	54.0	2118	819	0.857143	3.13e-248	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR23826108	NODE_537_length_1254_cov_66.332514	85.5	1254	388	0.994845	2.95e-244	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR23826108	NODE_32001_length_2403_cov_68.170464	50.8	2403	671	0.982116	1.07e-233	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR23826108	NODE_2221_length_1493_cov_13.787671	73.2	1493	461	1.010846	2.20e-233	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
