Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR17635184	NODE_791_length_9733_cov_698.279448	92.9	9733	3117	1.000642	0.00e+00	acc|GENBANK|AJD23395.1|NEIGHBOR|KJ789138|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635184	NODE_1790_length_2996_cov_3.963025	83.8	2996	1960	0.509694	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_1038_length_1978_cov_6.764946	89.5	1978	1335	0.492135	0.00e+00	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635184	NODE_792_length_1394_cov_4252.977422	98.7	1394	1870	0.248128	4.77e-307	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_132_length_3245_cov_10.998449	97.2	3245	316	1.000000	6.52e-213	acc|GENBANK|WEY07650.1|GENBANK|OP219492|coat protein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_1653_length_2748_cov_14.328199	94.7	2748	1335	0.185019	1.50e-148	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635184	NODE_777_length_617_cov_5021.838926	98.0	617	275	0.745455	3.46e-144	acc|GENBANK|UQW60610.1|GENBANK|MW556482|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_775_length_585_cov_5413.588652	95.9	585	552	0.351449	4.11e-134	acc|GENBANK|ASA45583.1|GENBANK|KY886225|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_793_length_559_cov_4867.425651	97.8	559	310	0.600000	2.05e-132	acc|GENBANK|XKT98573.1|GENBANK|PQ654341|RNA-dependent RNA polymerase [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_1828_length_643_cov_6.823151	90.4	643	1335	0.147566	6.64e-117	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635184	NODE_648_length_555_cov_4092.447566	96.3	555	1870	0.087701	8.81e-98	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_253_length_612_cov_8.945854	93.7	612	1335	0.095131	6.49e-73	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635184	NODE_228_length_401_cov_3.394737	98.3	401	1960	0.059184	1.15e-66	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_2652_length_458_cov_3.837529	77.0	458	1960	0.077551	1.60e-65	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_1108_length_500_cov_2.958246	53.8	500	160	0.975000	5.93e-53	acc|GENBANK|QKF94153.1|GENBANK|MT418680|cyclophilin-type peptidyl-prolyl cis-trans [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR17635184	NODE_1098_length_311_cov_2.755172	89.7	311	1960	0.049490	1.91e-51	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_1816_length_289_cov_3.444030	93.7	289	1960	0.048469	3.17e-50	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_435_length_248_cov_6323.977974	97.6	248	280	0.292857	8.02e-50	acc|GENBANK|AAB42056.1|GENBANK|U65984|putative RNA polymerase [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_759_length_254_cov_6337.167382	100	254	1870	0.044920	4.47e-47	acc|GENBANK|ALP92126.1|NEIGHBOR|KT246495|precursor polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_1591_length_267_cov_5.243902	96.6	267	1960	0.044898	3.56e-46	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_1331_length_345_cov_1.540123	76.8	345	189	0.502646	1.21e-42	acc|REFSEQ|YP_009465730.1|REFSEQ|NC_037057|hypothetical protein [Dishui lake phycodnavirus 1]	Dishui lake phycodnavirus 1	Blastx
SRR17635184	NODE_1050_length_209_cov_15.175532	95.7	209	110	0.627273	1.60e-42	acc|REFSEQ|YP_009116873.1|REFSEQ|NC_026248|nucleic acid binding protein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_486_length_221_cov_4349.760000	100	221	1870	0.039037	4.46e-41	acc|GENBANK|ALP92126.1|NEIGHBOR|KT246495|precursor polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635184	NODE_429_length_557_cov_8.180970	68.2	557	219	0.488584	8.05e-35	acc|GENBANK|XHA87591.1|GENBANK|PQ054798|hypothetical protein [Qianjiang picobirna-like virus 2]	Qianjiang picobirna-like virus 2	Blastx
SRR17635184	NODE_192_length_298_cov_4.007220	79.2	298	112	0.642857	2.42e-34	acc|GENBANK|QDH87640.1|GENBANK|MN033519|hypothetical protein [Mitovirus sp.]	Mitovirus sp.	Blastx
SRR17635184	NODE_1792_length_422_cov_2.084788	58.7	422	1281	0.081187	1.07e-33	acc|GENBANK|AAA67727.1|GENBANK|U15647|reverse transcriptase [Mus musculus domesticus]	Mus musculus domesticus	Blastx
SRR17635184	NODE_2573_length_268_cov_1.044534	78.9	268	116	0.612069	4.28e-33	acc|GENBANK|QOI90342.1|GENBANK|MT663535|hypothetical protein [Pyramimonas orientalis virus]	Pyramimonas orientalis virus	Blastx
SRR17635184	NODE_2006_length_186_cov_3.909091	98.4	186	1960	0.031122	1.20e-32	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635184	NODE_2417_length_242_cov_1.167421	70.4	242	221	0.366516	3.89e-32	acc|GENBANK|AYV75487.1|GENBANK|MK071979|GTP-binding protein YPTC1 [Terrestrivirus sp.]	Terrestrivirus sp.	Blastx
SRR17635184	NODE_1943_length_175_cov_2.512987	100	175	275	0.207273	7.84e-32	acc|GENBANK|CAD21956.1|NEIGHBOR|AJ428955|neomycin phosphotransferase [GB virus-B]	GB virus-B	Blastx
SRR17635184	NODE_2183_length_213_cov_2.015625	83.9	213	224	0.276786	1.16e-31	acc|GENBANK|QDH89109.1|GENBANK|MN034603|hypothetical protein [Picornavirales sp.]	Picornavirales sp.	Blastx
SRR17635184	NODE_1555_length_188_cov_1.574850	83.9	188	224	0.276786	5.06e-30	acc|GENBANK|QDH89109.1|GENBANK|MN034603|hypothetical protein [Picornavirales sp.]	Picornavirales sp.	Blastx
SRR17635184	NODE_2404_length_240_cov_1.767123	63.3	240	193	0.409326	1.39e-29	acc|REFSEQ|YP_009481299.1|REFSEQ|NC_037665|Histone H2B domain containing protein [Pandoravirus macleodensis]	Pandoravirus macleodensis	Blastx
SRR17635184	NODE_78_length_204_cov_2.000000	83.1	204	1281	0.050742	8.30e-28	acc|GENBANK|AAA67727.1|GENBANK|U15647|reverse transcriptase [Mus musculus domesticus]	Mus musculus domesticus	Blastx
SRR17635184	NODE_1204_length_287_cov_1.902256	55.8	287	1369	0.069394	1.38e-27	acc|GENBANK|BAG72152.1|GENBANK|AB430326|hypothetical protein [Lotus japonicus]	Lotus japonicus	Blastx
SRR17635184	NODE_1976_length_181_cov_1.612500	76.7	181	205	0.292683	5.38e-25	acc|REFSEQ|YP_010780597.1|REFSEQ|NC_075038|putative heat shock 70 kDa protein [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR17635184	NODE_1543_length_259_cov_1.109244	61.9	259	901	0.093230	8.83e-25	acc|GENBANK|AGE50990.1|GENBANK|JX997160|elongation factor 3 [Paramecium bursaria Chlorella virus CVB-1]	Paramecium bursaria Chlorella virus CVB-1	Blastx
