Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR17635184	NC_000947.1	14928	43.51	172.8052	True	/data/output/mapping/map2Ref/SRR17635184/NC_000947.1.consensus.fasta
SRR17635184	NC_001445.1	1494	0.40	5.3265	False	/data/output/mapping/map2Ref/SRR17635184/NC_001445.1.consensus.fasta
SRR17635184	NC_001616.1	1	0.70	0.0070	False	/data/output/mapping/map2Ref/SRR17635184/NC_001616.1.consensus.fasta
SRR17635184	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_001721.1.consensus.fasta
SRR17635184	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_001777.1.consensus.fasta
SRR17635184	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_001812.1.consensus.fasta
SRR17635184	NC_001841.1	1	0.60	0.0060	False	/data/output/mapping/map2Ref/SRR17635184/NC_001841.1.consensus.fasta
SRR17635184	NC_002509.2	439	0.73	3.0379	False	/data/output/mapping/map2Ref/SRR17635184/NC_002509.2.consensus.fasta
SRR17635184	NC_003003.1	41311	23.41	408.2294	True	/data/output/mapping/map2Ref/SRR17635184/NC_003003.1.consensus.fasta
SRR17635184	NC_003004.1	173325	56.78	4513.3025	True	/data/output/mapping/map2Ref/SRR17635184/NC_003004.1.consensus.fasta
SRR17635184	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_003492.1.consensus.fasta
SRR17635184	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_004011.1.consensus.fasta
SRR17635184	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_004667.1.consensus.fasta
SRR17635184	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_004706.1.consensus.fasta
SRR17635184	NC_004752.1	723	0.49	2.6463	False	/data/output/mapping/map2Ref/SRR17635184/NC_004752.1.consensus.fasta
SRR17635184	NC_005289.1	38487	1.94	294.3449	False	/data/output/mapping/map2Ref/SRR17635184/NC_005289.1.consensus.fasta
SRR17635184	NC_005290.1	36106	1.45	477.5186	False	/data/output/mapping/map2Ref/SRR17635184/NC_005290.1.consensus.fasta
SRR17635184	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR17635184/NC_009010.1.consensus.fasta
SRR17635184	NC_010538.1	6	1.71	0.0491	False	/data/output/mapping/map2Ref/SRR17635184/NC_010538.1.consensus.fasta
