Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR11650050	NODE_11113_length_10754_cov_10178.446600	98.8	10754	3118	1.000000	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR11650050	NODE_32795_length_3541_cov_7.311859	98.2	3541	3063	0.364675	0.00e+00	acc|GENBANK|AGE32024.1|NEIGHBOR|JX047397|polyprotein [Sugarcane mosaic virus]	Sugarcane mosaic virus	Blastx
SRR11650050	NODE_8617_length_3337_cov_25.567494	78.0	3337	2466	0.453366	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR11650050	NODE_3577_length_2737_cov_32.187130	83.7	2737	2466	0.343471	0.00e+00	acc|GENBANK|AOZ57133.1|GENBANK|KX608909|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR11650050	NODE_1286_length_2628_cov_85.694027	79.0	2628	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR11650050	NODE_2657_length_3370_cov_29.579862	51.6	3370	1263	0.779097	0.00e+00	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR11650050	NODE_5317_length_1973_cov_79.835052	86.5	1973	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650050	NODE_682_length_2508_cov_9.293737	74.2	2508	1161	0.500431	1.36e-293	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR11650050	NODE_7788_length_1587_cov_311.319176	76.3	1587	700	0.754286	4.70e-290	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650050	NODE_53922_length_1870_cov_18.378334	65.9	1870	706	0.839943	2.91e-286	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650050	NODE_4101_length_3774_cov_72.114141	40.1	3774	1097	0.983592	4.11e-272	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR11650050	NODE_62482_length_1772_cov_20.470960	65.2	1772	601	0.998336	2.78e-259	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR11650050	NODE_58552_length_2038_cov_13.037905	53.5	2038	706	0.943343	5.05e-250	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650050	NODE_9168_length_1783_cov_91.289714	72.2	1783	557	0.820467	2.67e-247	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650050	NODE_9189_length_2358_cov_138.034409	86.4	2358	405	1.000000	5.10e-247	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650050	NODE_386_length_1841_cov_15.108960	67.0	1841	478	1.046025	1.20e-240	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR11650050	NODE_52600_length_1509_cov_12.803523	67.7	1509	759	0.578393	4.58e-229	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650050	NODE_58919_length_1793_cov_16.534091	56.1	1793	925	0.674595	1.68e-222	acc|GENBANK|ABY48139.1|GENBANK|EU306659|NORK [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650050	NODE_53843_length_1372_cov_13.751307	78.5	1372	439	0.902050	3.20e-210	acc|GENBANK|AAK92822.1|GENBANK|AY050885|putative replicase [Arabidopsis thaliana]	Arabidopsis thaliana	Blastx
SRR11650050	NODE_50020_length_1460_cov_16.812894	61.7	1460	759	0.591568	9.16e-209	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650050	NODE_1792_length_2608_cov_20.723107	50.6	2608	875	0.716571	1.46e-208	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
SRR11650050	NODE_60821_length_1389_cov_21.079646	60.7	1389	623	0.738363	1.81e-207	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR11650050	NODE_53733_length_2351_cov_12.226057	53.7	2351	741	0.871795	7.68e-207	acc|GENBANK|WOA03171.1|GENBANK|OR637870|truncated WD40 protein PH13-H3 [Glycine max]	Glycine max	Blastx
SRR11650050	NODE_5445_length_3359_cov_26.044197	76.3	3359	520	0.771154	1.34e-205	acc|GENBANK|APO14197.1|GENBANK|KX098475|truncated DELLA protein [Setaria italica]	Setaria italica	Blastx
SRR11650050	NODE_2314_length_1379_cov_23.062407	61.6	1379	759	0.569170	6.29e-199	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650050	NODE_9439_length_1460_cov_17.596356	65.1	1460	478	0.928870	1.66e-198	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
