Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR11650050	NC_000947.1	352863	65.90	3881.7974	True	/data/output/mapping/map2Ref/SRR11650050/NC_000947.1.consensus.fasta
SRR11650050	NC_001445.1	9999	4.09	55.2590	False	/data/output/mapping/map2Ref/SRR11650050/NC_001445.1.consensus.fasta
SRR11650050	NC_001616.1	2	0.92	0.0137	False	/data/output/mapping/map2Ref/SRR11650050/NC_001616.1.consensus.fasta
SRR11650050	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_001721.1.consensus.fasta
SRR11650050	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_001777.1.consensus.fasta
SRR11650050	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_001812.1.consensus.fasta
SRR11650050	NC_001841.1	7	1.35	0.0475	False	/data/output/mapping/map2Ref/SRR11650050/NC_001841.1.consensus.fasta
SRR11650050	NC_002509.2	11	1.27	0.0885	False	/data/output/mapping/map2Ref/SRR11650050/NC_002509.2.consensus.fasta
SRR11650050	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_003003.1.consensus.fasta
SRR11650050	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_003004.1.consensus.fasta
SRR11650050	NC_003492.1	4	0.78	0.0311	False	/data/output/mapping/map2Ref/SRR11650050/NC_003492.1.consensus.fasta
SRR11650050	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_004011.1.consensus.fasta
SRR11650050	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_004667.1.consensus.fasta
SRR11650050	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_004706.1.consensus.fasta
SRR11650050	NC_004752.1	21144	2.01	187.3290	False	/data/output/mapping/map2Ref/SRR11650050/NC_004752.1.consensus.fasta
SRR11650050	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_005289.1.consensus.fasta
SRR11650050	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_005290.1.consensus.fasta
SRR11650050	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_009010.1.consensus.fasta
SRR11650050	NC_010538.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_010538.1.consensus.fasta
SRR11650050	NC_011541.1	33491	3.46	371.4057	False	/data/output/mapping/map2Ref/SRR11650050/NC_011541.1.consensus.fasta
SRR11650050	NC_014742.1	24	1.81	0.1525	False	/data/output/mapping/map2Ref/SRR11650050/NC_014742.1.consensus.fasta
SRR11650050	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_016003.1.consensus.fasta
SRR11650050	NC_018093.1	21104	2.74	141.3527	False	/data/output/mapping/map2Ref/SRR11650050/NC_018093.1.consensus.fasta
SRR11650050	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_018175.1.consensus.fasta
SRR11650050	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_018455.1.consensus.fasta
SRR11650050	NC_019412.1	11	0.38	0.0405	False	/data/output/mapping/map2Ref/SRR11650050/NC_019412.1.consensus.fasta
SRR11650050	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_022895.1.consensus.fasta
SRR11650050	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_025252.1.consensus.fasta
SRR11650050	NC_026248.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_026248.1.consensus.fasta
SRR11650050	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_027212.1.consensus.fasta
SRR11650050	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_028111.1.consensus.fasta
SRR11650050	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_031763.1.consensus.fasta
SRR11650050	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_031766.1.consensus.fasta
SRR11650050	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_034250.1.consensus.fasta
SRR11650050	NC_038381.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_038381.1.consensus.fasta
SRR11650050	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_038561.1.consensus.fasta
SRR11650050	NC_038986.1	6	1.65	0.0747	False	/data/output/mapping/map2Ref/SRR11650050/NC_038986.1.consensus.fasta
SRR11650050	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_038987.1.consensus.fasta
SRR11650050	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_038995.1.consensus.fasta
SRR11650050	NC_040712.1	16	8.59	0.1829	False	/data/output/mapping/map2Ref/SRR11650050/NC_040712.1.consensus.fasta
SRR11650050	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_040825.1.consensus.fasta
SRR11650050	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_043084.1.consensus.fasta
SRR11650050	NC_043141.1	5	4.43	0.1531	False	/data/output/mapping/map2Ref/SRR11650050/NC_043141.1.consensus.fasta
SRR11650050	NC_043146.1	212	5.85	9.0134	False	/data/output/mapping/map2Ref/SRR11650050/NC_043146.1.consensus.fasta
SRR11650050	NC_043150.1	55095	26.23	5065.5684	False	/data/output/mapping/map2Ref/SRR11650050/NC_043150.1.consensus.fasta
SRR11650050	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_043159.1.consensus.fasta
SRR11650050	NC_043160.1	30222	16.73	2152.0814	False	/data/output/mapping/map2Ref/SRR11650050/NC_043160.1.consensus.fasta
SRR11650050	NC_043161.1	1	1.89	0.0189	False	/data/output/mapping/map2Ref/SRR11650050/NC_043161.1.consensus.fasta
SRR11650050	NC_043422.1	134	13.30	3.2230	False	/data/output/mapping/map2Ref/SRR11650050/NC_043422.1.consensus.fasta
SRR11650050	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_055177.1.consensus.fasta
SRR11650050	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_055491.1.consensus.fasta
SRR11650050	NC_055506.1	7	0.83	0.0535	False	/data/output/mapping/map2Ref/SRR11650050/NC_055506.1.consensus.fasta
SRR11650050	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_075430.1.consensus.fasta
SRR11650050	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_075431.1.consensus.fasta
SRR11650050	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_076148.1.consensus.fasta
SRR11650050	NC_076205.1	2	0.65	0.0131	False	/data/output/mapping/map2Ref/SRR11650050/NC_076205.1.consensus.fasta
SRR11650050	NC_076449.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_076449.1.consensus.fasta
SRR11650050	NC_076495.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_076495.1.consensus.fasta
SRR11650050	NC_076962.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR11650050/NC_076962.1.consensus.fasta
