Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR31829834	NODE_2369_length_4726_cov_39339.849350	84.1	4726	2628	0.599696	0.00e+00	acc|GENBANK|AZQ00683.1|NEIGHBOR|MH341583|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829834	NODE_3006_length_4726_cov_10515.870019	83.4	4726	2628	0.599696	0.00e+00	acc|GENBANK|AZQ00683.1|NEIGHBOR|MH341583|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829834	NODE_3005_length_2051_cov_15105.287413	78.3	2051	2627	0.245147	0.00e+00	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829834	NODE_2406_length_2054_cov_53573.671945	77.4	2054	2628	0.247717	0.00e+00	acc|GENBANK|WZW82046.1|NEIGHBOR|PP701468|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829834	NODE_25548_length_1654_cov_11.601481	89.0	1654	518	0.913127	3.18e-310	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR31829834	NODE_22443_length_1310_cov_14.018011	88.7	1310	2466	0.176399	3.52e-257	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR31829834	NODE_2269_length_1432_cov_26619.207291	84.0	1432	2627	0.164065	8.42e-246	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829834	NODE_1984_length_1607_cov_18.742058	81.3	1607	686	0.623907	4.50e-245	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR31829834	NODE_2250_length_1466_cov_6341.208653	82.4	1466	2627	0.164065	1.83e-243	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR31829834	NODE_8812_length_1575_cov_17.479896	77.4	1575	700	0.594286	6.26e-236	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR31829834	NODE_9230_length_2315_cov_33.932515	49.6	2315	673	1.001486	1.77e-235	acc|REFSEQ|YP_010782552.1|REFSEQ|NC_075039|threonyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR31829834	NODE_5531_length_2168_cov_18.868852	50.4	2168	897	0.791527	1.17e-226	acc|GENBANK|ABY48136.1|GENBANK|EU306659|glycine-rich protein [Medicago truncatula]	Medicago truncatula	Blastx
SRR31829834	NODE_1640_length_1205_cov_10.872014	79.2	1205	601	0.567388	2.35e-183	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR31829834	NODE_9971_length_1677_cov_22.206204	50.5	1677	815	0.687117	4.85e-181	acc|REFSEQ|YP_010781262.1|REFSEQ|NC_075038|mimivirus elongation factor aef-2 [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
