Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR11650045	NODE_11555_length_7803_cov_13926.725097	99.1	7803	3118	0.814625	0.00e+00	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR11650045	NODE_13847_length_6405_cov_19.214375	80.7	6405	2466	0.848337	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR11650045	NODE_11773_length_1984_cov_25159.681702	99.7	1984	3118	0.188582	0.00e+00	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR11650045	NODE_3276_length_2631_cov_59.175905	79.0	2631	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR11650045	NODE_2939_length_3025_cov_21.142380	79.0	3025	1161	0.558140	0.00e+00	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR11650045	NODE_7845_length_3605_cov_24.638018	51.6	3605	1263	0.779097	0.00e+00	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR11650045	NODE_5059_length_2476_cov_9.799427	63.5	2476	1042	0.693858	0.00e+00	acc|GENBANK|ACN78973.1|GENBANK|FJ225394|copia-type polyprotein [Glycine max]	Glycine max	Blastx
SRR11650045	NODE_14418_length_1679_cov_68.064399	86.5	1679	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650045	NODE_415_length_1938_cov_4.806299	65.4	1938	771	0.835279	1.65e-312	acc|REFSEQ|NP_671575.1|REFSEQ|NC_004105|ribonucleotide reductase [Ectromelia virus]	Ectromelia virus	Blastx
SRR11650045	NODE_5200_length_2248_cov_32.760271	57.5	2248	706	0.949008	4.88e-271	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_52347_length_2256_cov_8.215025	64.1	2256	656	0.939024	3.74e-266	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR11650045	NODE_54097_length_1978_cov_11.166067	64.6	1978	601	1.006656	1.10e-259	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR11650045	NODE_14373_length_1545_cov_3.246032	67.2	1545	706	0.756374	5.30e-258	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_55212_length_3114_cov_8.750081	44.3	3114	1468	0.642371	2.73e-254	acc|GENBANK|QDY51984.1|GENBANK|MK250086|RNA polymerase Rpb1, domain 5 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR11650045	NODE_5496_length_3452_cov_67.661304	40.2	3452	1097	0.924339	6.43e-253	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR11650045	NODE_4679_length_1605_cov_142.615140	86.4	1605	405	1.000000	5.41e-251	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_9756_length_1792_cov_11.542354	61.2	1792	623	0.855538	1.29e-240	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR11650045	NODE_9474_length_1781_cov_20.977689	66.8	1781	478	1.046025	4.67e-240	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR11650045	NODE_49884_length_1625_cov_8.830402	60.3	1625	759	0.679842	1.96e-238	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650045	NODE_3892_length_2376_cov_78.461374	50.8	2376	671	0.982116	7.85e-234	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR11650045	NODE_2279_length_5166_cov_43.211572	40.4	5166	980	1.031633	1.37e-232	acc|GENBANK|QKF94300.1|GENBANK|MT418680|ubiquitin activating enzyme [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR11650045	NODE_6553_length_1199_cov_81.692110	75.0	1199	557	0.718133	3.76e-227	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_48402_length_1102_cov_8.508887	86.8	1102	388	0.899485	2.35e-223	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR11650045	NODE_1612_length_1398_cov_183.279853	81.5	1398	700	0.518571	1.90e-221	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650045	NODE_52598_length_1503_cov_9.039456	57.9	1503	759	0.666667	6.14e-211	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650045	NODE_1095_length_2236_cov_17.939174	50.6	2236	875	0.716571	2.35e-210	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
SRR11650045	NODE_7432_length_2390_cov_16.457361	76.3	2390	520	0.771154	6.31e-210	acc|GENBANK|APO14197.1|GENBANK|KX098475|truncated DELLA protein [Setaria italica]	Setaria italica	Blastx
SRR11650045	NODE_55710_length_1517_cov_15.247305	65.9	1517	478	0.951883	5.29e-207	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR11650045	NODE_48727_length_1387_cov_7.333087	66.4	1387	759	0.537549	6.84e-207	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650045	NODE_2826_length_1695_cov_16.180505	54.7	1695	925	0.638919	9.89e-204	acc|GENBANK|ABY48139.1|GENBANK|EU306659|NORK [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650045	NODE_3306_length_3036_cov_41.167832	40.0	3036	1263	0.755344	1.65e-201	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR11650045	NODE_6446_length_1762_cov_29.849624	51.4	1762	815	0.726380	1.60e-198	acc|REFSEQ|YP_010781262.1|REFSEQ|NC_075038|mimivirus elongation factor aef-2 [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR11650045	NODE_2617_length_1670_cov_19.626145	55.6	1670	759	0.644269	8.49e-195	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR11650045	NODE_10859_length_3466_cov_11.687154	34.6	3466	1201	0.944213	9.16e-194	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR11650045	NODE_4227_length_1953_cov_34.807292	47.2	1953	737	0.873813	5.59e-192	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR11650045	NODE_1274_length_2182_cov_42.191252	50.3	2182	574	1.012195	8.80e-191	acc|GENBANK|QBK92332.1|GENBANK|MK500574|translation initiation factor [Pithovirus LCPAC304]	Pithovirus LCPAC304	Blastx
SRR11650045	NODE_4193_length_1906_cov_32.708489	52.0	1906	557	0.980251	1.97e-190	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_3785_length_2959_cov_68.722830	50.5	2959	604	1.120861	4.47e-186	acc|GENBANK|AAK84484.1|GENBANK|AF275345|TH65-like protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR11650045	NODE_9660_length_1259_cov_5.475530	76.7	1259	365	0.939726	4.22e-185	acc|GENBANK|AAL10011.1|GENBANK|AF380292|MHC class I antigen [Pan troglodytes]	Pan troglodytes	Blastx
SRR11650045	NODE_1037_length_1828_cov_45.845682	58.4	1828	518	0.918919	5.37e-184	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650045	NODE_4727_length_1932_cov_55.166930	48.8	1932	557	1.007181	1.20e-183	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_7623_length_1275_cov_668.945250	86.5	1275	518	0.584942	2.35e-182	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650045	NODE_56118_length_1840_cov_18.276702	51.3	1840	1161	0.496985	3.00e-180	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR11650045	NODE_9602_length_2544_cov_57.790920	68.0	2544	378	0.960317	4.02e-179	acc|GENBANK|ACN72775.1|GENBANK|FJ791046|delta-12 oleate desaturase [Helianthus annuus]	Helianthus annuus	Blastx
SRR11650045	NODE_791_length_1566_cov_39.762557	67.9	1566	405	0.930864	7.10e-179	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_9084_length_1884_cov_69.475419	50.8	1884	524	0.980916	3.24e-176	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR11650045	NODE_3831_length_1296_cov_33.553444	69.2	1296	383	0.906005	4.94e-175	acc|GENBANK|AJA91762.1|GENBANK|KM434202|dihydroflavonol 4-reductase [Allium cepa]	Allium cepa	Blastx
SRR11650045	NODE_2376_length_2142_cov_1334.043623	67.6	2142	405	0.923457	1.34e-173	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_2171_length_2430_cov_189.506884	44.5	2430	753	0.934927	4.03e-170	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR11650045	NODE_235_length_1231_cov_8.432387	62.4	1231	461	0.889371	4.20e-170	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR11650045	NODE_52528_length_1252_cov_10.600492	85.4	1252	2466	0.130170	5.88e-169	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR11650045	NODE_3237_length_1352_cov_3.313874	80.3	1352	1161	0.288544	3.08e-168	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR11650045	NODE_14476_length_1410_cov_19.229484	57.8	1410	631	0.759113	1.38e-167	acc|GENBANK|AWA44806.1|GENBANK|MH182523|hypothetical protein [Saccharum officinarum]	Saccharum officinarum	Blastx
SRR11650045	NODE_7886_length_910_cov_36.510832	81.5	910	621	0.487923	3.00e-166	acc|GENBANK|XCA47333.1|GENBANK|PP911589|movement protein hsp70h [Micromonas commoda virus]	Micromonas commoda virus	Blastx
SRR11650045	NODE_1800_length_1692_cov_51.068716	52.3	1692	515	0.920388	3.99e-166	acc|REFSEQ|YP_010781615.1|REFSEQ|NC_075039|lysine-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR11650045	NODE_61166_length_2141_cov_55.946395	45.2	2141	753	0.904382	4.59e-166	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR11650045	NODE_53610_length_994_cov_14.431842	81.0	994	439	0.706150	4.32e-163	acc|GENBANK|AAK92822.1|GENBANK|AY050885|putative replicase [Arabidopsis thaliana]	Arabidopsis thaliana	Blastx
SRR11650045	NODE_53649_length_1033_cov_15.078000	66.5	1033	706	0.494334	6.85e-163	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_8008_length_1252_cov_125.374897	59.1	1252	388	0.989691	2.73e-162	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR11650045	NODE_49185_length_1863_cov_7.119672	47.6	1863	543	0.970534	5.26e-162	acc|GENBANK|QBK87586.1|GENBANK|MK500360|methionyl-tRNA synthetase [Marseillevirus LCMAC201]	Marseillevirus LCMAC201	Blastx
SRR11650045	NODE_39817_length_1610_cov_6.820545	52.0	1610	465	0.963441	2.85e-159	acc|GENBANK|AGL44352.1|GENBANK|JX392394|reverse transcriptase-like domain-containing RBR [Glycine max]	Glycine max	Blastx
SRR11650045	NODE_2576_length_3829_cov_38.610906	45.6	3829	543	1.046041	4.82e-158	acc|GENBANK|QBK87586.1|GENBANK|MK500360|methionyl-tRNA synthetase [Marseillevirus LCMAC201]	Marseillevirus LCMAC201	Blastx
SRR11650045	NODE_10951_length_1222_cov_150.468461	78.4	1222	700	0.435714	4.20e-157	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR11650045	NODE_4745_length_2223_cov_12.005479	43.0	2223	719	0.827538	7.59e-157	acc|GENBANK|ATZ80239.1|GENBANK|MF782455|translation initiation factor IF-2 [Bodo saltans virus]	Bodo saltans virus	Blastx
SRR11650045	NODE_1470_length_1285_cov_12.476038	70.0	1285	378	0.854497	8.39e-157	acc|GENBANK|QBK85319.1|GENBANK|MK500315|ribonucleoside diphosphate reductase, beta [Iridovirus LCIVAC01]	Iridovirus LCIVAC01	Blastx
SRR11650045	NODE_52238_length_1084_cov_6.793530	59.5	1084	623	0.574639	6.13e-152	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR11650045	NODE_54401_length_1411_cov_9.332366	61.1	1411	353	1.005666	1.14e-151	acc|GENBANK|WGU26821.1|GENBANK|OQ503488|S-acyltransferase 11-like protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_7421_length_1644_cov_10.170081	49.6	1644	656	0.783537	5.66e-151	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR11650045	NODE_9840_length_1057_cov_12.023438	67.8	1057	706	0.461756	1.73e-149	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR11650045	NODE_5377_length_3011_cov_71.816655	51.8	3011	456	0.986842	2.41e-148	acc|GENBANK|QKF94222.1|GENBANK|MT418680|alanyl-tRNA synthetase [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
