Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR25002069	NC_000947.1	47920	71.17	518.7516	True	/data/output/mapping/map2Ref/SRR25002069/NC_000947.1.consensus.fasta
SRR25002069	NC_001445.1	1358	3.29	7.8829	False	/data/output/mapping/map2Ref/SRR25002069/NC_001445.1.consensus.fasta
SRR25002069	NC_001616.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_001616.1.consensus.fasta
SRR25002069	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_001721.1.consensus.fasta
SRR25002069	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_001777.1.consensus.fasta
SRR25002069	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_001812.1.consensus.fasta
SRR25002069	NC_001841.1	2	1.10	0.0110	False	/data/output/mapping/map2Ref/SRR25002069/NC_001841.1.consensus.fasta
SRR25002069	NC_002509.2	1774	1.20	14.3021	False	/data/output/mapping/map2Ref/SRR25002069/NC_002509.2.consensus.fasta
SRR25002069	NC_003003.1	5814	33.00	85.1074	True	/data/output/mapping/map2Ref/SRR25002069/NC_003003.1.consensus.fasta
SRR25002069	NC_003004.1	19902	54.39	455.0058	True	/data/output/mapping/map2Ref/SRR25002069/NC_003004.1.consensus.fasta
SRR25002069	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_003492.1.consensus.fasta
SRR25002069	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_004011.1.consensus.fasta
SRR25002069	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_004667.1.consensus.fasta
SRR25002069	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_004706.1.consensus.fasta
SRR25002069	NC_004752.1	646	2.03	5.7775	False	/data/output/mapping/map2Ref/SRR25002069/NC_004752.1.consensus.fasta
SRR25002069	NC_005289.1	527	0.83	4.0399	False	/data/output/mapping/map2Ref/SRR25002069/NC_005289.1.consensus.fasta
SRR25002069	NC_005290.1	550	1.45	7.3337	False	/data/output/mapping/map2Ref/SRR25002069/NC_005290.1.consensus.fasta
SRR25002069	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_009010.1.consensus.fasta
SRR25002069	NC_010538.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_010538.1.consensus.fasta
SRR25002069	NC_011541.1	2960	4.35	28.7188	False	/data/output/mapping/map2Ref/SRR25002069/NC_011541.1.consensus.fasta
SRR25002069	NC_014742.1	270	2.05	1.9496	False	/data/output/mapping/map2Ref/SRR25002069/NC_014742.1.consensus.fasta
SRR25002069	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_016003.1.consensus.fasta
SRR25002069	NC_018093.1	3305	2.32	18.9277	False	/data/output/mapping/map2Ref/SRR25002069/NC_018093.1.consensus.fasta
SRR25002069	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_018175.1.consensus.fasta
SRR25002069	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_018455.1.consensus.fasta
SRR25002069	NC_019412.1	1	1.31	0.0131	False	/data/output/mapping/map2Ref/SRR25002069/NC_019412.1.consensus.fasta
SRR25002069	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_022895.1.consensus.fasta
SRR25002069	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_025252.1.consensus.fasta
SRR25002069	NC_026248.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_026248.1.consensus.fasta
SRR25002069	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_027212.1.consensus.fasta
SRR25002069	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR25002069/NC_028111.1.consensus.fasta
