Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR25002069	NODE_1933_length_9720_cov_1261.430061	97.8	9720	3118	1.000000	0.00e+00	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR25002069	NODE_3193_length_1901_cov_3213.017666	96.7	1901	1064	0.563910	0.00e+00	acc|GENBANK|QZA73624.1|NEIGHBOR|MW939477|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002069	NODE_24205_length_2004_cov_21.336377	60.0	2004	623	1.008026	7.45e-273	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR25002069	NODE_23368_length_2005_cov_13.331643	57.5	2005	706	0.949008	2.51e-272	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR25002069	NODE_3186_length_1148_cov_733.359641	99.0	1148	1870	0.204278	6.14e-267	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002069	NODE_25036_length_1334_cov_12.033051	88.6	1334	518	0.779923	8.91e-259	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR25002069	NODE_3866_length_1722_cov_26.164594	81.9	1722	686	0.653061	2.18e-258	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR25002069	NODE_3155_length_1195_cov_1256.023236	96.5	1195	594	0.584175	8.91e-244	acc|GENBANK|ACK86674.1|GENBANK|FJ485684|RNA-dependent RNA polymerase [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002069	NODE_23146_length_1351_cov_69.454476	95.5	1351	1870	0.204278	6.81e-241	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR25002069	NODE_1481_length_1043_cov_166.963366	98.8	1043	1870	0.185561	4.57e-232	acc|GENBANK|QTG10438.1|NEIGHBOR|MW556591|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
