Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR10313437	NC_000947.1	16659	2.18	78.0663	False	/data/output/mapping/map2Ref/SRR10313437/NC_000947.1.consensus.fasta
SRR10313437	NC_001445.1	7550	1.92	47.0128	False	/data/output/mapping/map2Ref/SRR10313437/NC_001445.1.consensus.fasta
SRR10313437	NC_001616.1	1	0.33	0.0033	False	/data/output/mapping/map2Ref/SRR10313437/NC_001616.1.consensus.fasta
SRR10313437	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_001721.1.consensus.fasta
SRR10313437	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_001777.1.consensus.fasta
SRR10313437	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_001812.1.consensus.fasta
SRR10313437	NC_001841.1	349415	99.99	3638.9081	True	/data/output/mapping/map2Ref/SRR10313437/NC_001841.1.consensus.fasta
SRR10313437	NC_002509.2	3	0.61	0.0183	False	/data/output/mapping/map2Ref/SRR10313437/NC_002509.2.consensus.fasta
SRR10313437	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_003003.1.consensus.fasta
SRR10313437	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_003004.1.consensus.fasta
SRR10313437	NC_003492.1	5	1.49	0.0297	False	/data/output/mapping/map2Ref/SRR10313437/NC_003492.1.consensus.fasta
SRR10313437	NC_004011.1	11	0.78	0.0512	False	/data/output/mapping/map2Ref/SRR10313437/NC_004011.1.consensus.fasta
SRR10313437	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_004667.1.consensus.fasta
SRR10313437	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_004706.1.consensus.fasta
SRR10313437	NC_004752.1	2531	2.11	16.5087	False	/data/output/mapping/map2Ref/SRR10313437/NC_004752.1.consensus.fasta
SRR10313437	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_005289.1.consensus.fasta
SRR10313437	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_005290.1.consensus.fasta
SRR10313437	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_009010.1.consensus.fasta
SRR10313437	NC_010538.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_010538.1.consensus.fasta
SRR10313437	NC_011541.1	1	0.77	0.0077	False	/data/output/mapping/map2Ref/SRR10313437/NC_011541.1.consensus.fasta
SRR10313437	NC_014742.1	162552	100.00	1592.0303	True	/data/output/mapping/map2Ref/SRR10313437/NC_014742.1.consensus.fasta
SRR10313437	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_016003.1.consensus.fasta
SRR10313437	NC_018093.1	303719	99.47	3205.1347	True	/data/output/mapping/map2Ref/SRR10313437/NC_018093.1.consensus.fasta
SRR10313437	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_018175.1.consensus.fasta
SRR10313437	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_018455.1.consensus.fasta
SRR10313437	NC_019412.1	2397	1.92	22.1368	False	/data/output/mapping/map2Ref/SRR10313437/NC_019412.1.consensus.fasta
SRR10313437	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_022895.1.consensus.fasta
SRR10313437	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_025252.1.consensus.fasta
SRR10313437	NC_026248.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_026248.1.consensus.fasta
SRR10313437	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_027212.1.consensus.fasta
SRR10313437	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_028111.1.consensus.fasta
SRR10313437	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_031763.1.consensus.fasta
SRR10313437	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_031766.1.consensus.fasta
SRR10313437	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_034250.1.consensus.fasta
SRR10313437	NC_038381.1	2	0.41	0.0081	False	/data/output/mapping/map2Ref/SRR10313437/NC_038381.1.consensus.fasta
SRR10313437	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_038561.1.consensus.fasta
SRR10313437	NC_038986.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_038986.1.consensus.fasta
SRR10313437	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_038987.1.consensus.fasta
SRR10313437	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_038995.1.consensus.fasta
SRR10313437	NC_040712.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_040712.1.consensus.fasta
SRR10313437	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_040825.1.consensus.fasta
SRR10313437	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_043084.1.consensus.fasta
SRR10313437	NC_043141.1	199	5.42	3.3207	False	/data/output/mapping/map2Ref/SRR10313437/NC_043141.1.consensus.fasta
SRR10313437	NC_043146.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_043146.1.consensus.fasta
SRR10313437	NC_043150.1	2969	12.11	166.9333	False	/data/output/mapping/map2Ref/SRR10313437/NC_043150.1.consensus.fasta
SRR10313437	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_043159.1.consensus.fasta
SRR10313437	NC_043160.1	141	9.11	6.9154	False	/data/output/mapping/map2Ref/SRR10313437/NC_043160.1.consensus.fasta
SRR10313437	NC_043161.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_043161.1.consensus.fasta
SRR10313437	NC_043422.1	24	8.93	0.5407	False	/data/output/mapping/map2Ref/SRR10313437/NC_043422.1.consensus.fasta
SRR10313437	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_055177.1.consensus.fasta
SRR10313437	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_055491.1.consensus.fasta
SRR10313437	NC_055506.1	5	0.81	0.0403	False	/data/output/mapping/map2Ref/SRR10313437/NC_055506.1.consensus.fasta
SRR10313437	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_075430.1.consensus.fasta
SRR10313437	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_075431.1.consensus.fasta
SRR10313437	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_076148.1.consensus.fasta
SRR10313437	NC_076205.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_076205.1.consensus.fasta
SRR10313437	NC_076449.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_076449.1.consensus.fasta
SRR10313437	NC_076495.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_076495.1.consensus.fasta
SRR10313437	NC_076962.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR10313437/NC_076962.1.consensus.fasta
