Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR13683865	NODE_2778_length_7774_cov_4419.182664	90.4	7774	2627	0.954701	0.00e+00	acc|REFSEQ|YP_010086840.1|REFSEQ|NC_055491|polyprotein [Yam chlorotic necrosis virus]	Yam chlorotic necrosis virus	Blastx
SRR13683865	NODE_2005_length_4164_cov_5417.894699	99.4	4164	3084	0.449741	0.00e+00	acc|GENBANK|UOF93234.1|NEIGHBOR|OM471977|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR13683865	NODE_2826_length_4164_cov_469.109901	98.5	4164	3084	0.449741	0.00e+00	acc|GENBANK|WOZ17734.1|NEIGHBOR|OR762540|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR13683865	NODE_1765_length_3236_cov_1335.909772	96.1	3236	3084	0.336900	0.00e+00	acc|GENBANK|UOF93234.1|NEIGHBOR|OM471977|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR13683865	NODE_1764_length_3066_cov_66.478404	95.0	3066	3084	0.318742	0.00e+00	acc|GENBANK|WOZ17734.1|NEIGHBOR|OR762540|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR13683865	NODE_23837_length_3651_cov_9.532891	87.1	3651	1590	0.596855	0.00e+00	acc|GENBANK|QNT12719.1|GENBANK|MT409627|polyprotein [Yam asymptomatic virus 1]	Yam asymptomatic virus 1	Blastx
SRR13683865	NODE_12525_length_4672_cov_37.806208	55.7	4672	1328	0.971386	0.00e+00	acc|GENBANK|AAK29467.1|GENBANK|AF279585|polyprotein-like [Solanum chilense]	Solanum chilense	Blastx
SRR13683865	NODE_2825_length_2041_cov_3018.176295	98.7	2041	3084	0.218872	0.00e+00	acc|GENBANK|WOZ17734.1|NEIGHBOR|OR762540|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR13683865	NODE_207_length_2681_cov_12.052870	84.5	2681	2466	0.324818	0.00e+00	acc|GENBANK|AOZ57133.1|GENBANK|KX608909|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR13683865	NODE_1955_length_2041_cov_20710.201195	98.7	2041	3084	0.218872	0.00e+00	acc|GENBANK|UOF93234.1|NEIGHBOR|OM471977|polyprotein [Yam mild mosaic virus]	Yam mild mosaic virus	Blastx
SRR13683865	NODE_19793_length_2837_cov_10.100571	70.9	2837	856	0.955607	0.00e+00	acc|GENBANK|XHA87928.1|GENBANK|PQ054976|putative viral coat protein [Qianjiang dicistro-like virus 112]	Qianjiang dicistro-like virus 112	Blastx
SRR13683865	NODE_100_length_2489_cov_26.695847	77.4	2489	700	0.987143	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR13683865	NODE_43573_length_3010_cov_60.227410	79.0	3010	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR13683865	NODE_44217_length_2171_cov_6.236202	97.9	2171	526	0.984791	0.00e+00	acc|GENBANK|QNT12720.1|GENBANK|MT409627|RNA-dependent RNA polymerase [Yam asymptomatic virus 1]	Yam asymptomatic virus 1	Blastx
SRR13683865	NODE_39849_length_7413_cov_38.217751	96.3	7413	543	1.000000	0.00e+00	acc|GENBANK|QNT12723.1|GENBANK|MT409627|HSP70 [Yam asymptomatic virus 1]	Yam asymptomatic virus 1	Blastx
SRR13683865	NODE_478_length_1909_cov_36.563966	86.3	1909	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR13683865	NODE_1245_length_1673_cov_36.506098	85.5	1673	518	0.998069	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR13683865	NODE_12787_length_1433_cov_3.710000	89.3	1433	1590	0.299371	1.31e-294	acc|GENBANK|QNT12719.1|GENBANK|MT409627|polyprotein [Yam asymptomatic virus 1]	Yam asymptomatic virus 1	Blastx
SRR13683865	NODE_14026_length_2506_cov_12.697938	49.8	2506	953	0.884575	1.14e-290	acc|GENBANK|ACB28472.1|GENBANK|EU522675|polyprotein [Ananas comosus]	Ananas comosus	Blastx
SRR13683865	NODE_44544_length_2291_cov_61.978299	60.0	2291	623	1.008026	2.40e-271	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR13683865	NODE_20033_length_2349_cov_14.435665	57.2	2349	706	0.949008	4.72e-270	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR13683865	NODE_40411_length_2377_cov_30.627986	64.3	2377	656	0.939024	2.21e-265	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13683865	NODE_36670_length_2587_cov_15.738058	50.1	2587	1201	0.651124	3.64e-260	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13683865	NODE_41978_length_2261_cov_7.254039	64.5	2261	912	0.632675	6.06e-258	acc|GENBANK|ACX48824.1|GENBANK|GQ923937|chromomethylase [Zea mays]	Zea mays	Blastx
SRR13683865	NODE_44466_length_1515_cov_55.296896	87.7	1515	405	0.965432	4.02e-250	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR13683865	NODE_41485_length_2839_cov_21.885959	57.0	2839	759	0.769433	3.10e-240	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
