Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR13270800	NODE_1532_length_7788_cov_39.891167	81.2	7788	2466	0.989051	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR13270800	NODE_6826_length_5419_cov_18334.695321	99.5	5419	1870	0.941711	0.00e+00	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR13270800	NODE_6873_length_3547_cov_46196.651394	96.4	3547	1064	1.000000	0.00e+00	acc|GENBANK|ANF06856.1|NEIGHBOR|KU309314|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR13270800	NODE_5640_length_4489_cov_158255.589093	87.4	4489	1960	0.417857	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR13270800	NODE_909_length_2410_cov_52.474127	77.3	2410	700	0.987143	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270800	NODE_3700_length_2547_cov_39.310660	79.0	2547	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR13270800	NODE_1176_length_1930_cov_52.781234	86.5	1930	518	1.001931	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270800	NODE_980_length_1653_cov_75.162963	80.2	1653	624	0.839744	6.24e-299	acc|REFSEQ|YP_007676312.1|REFSEQ|NC_020864|heat shock protein 70 [Micromonas pusilla virus 12T]	Micromonas pusilla virus 12T	Blastx
SRR13270800	NODE_6871_length_1685_cov_13.678571	72.4	1685	557	0.974865	4.06e-295	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR13270800	NODE_1939_length_2897_cov_37.819483	48.1	2897	1201	0.756037	4.71e-285	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270800	NODE_1422_length_2662_cov_46.005706	59.9	2662	623	1.008026	1.90e-269	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
SRR13270800	NODE_5946_length_2389_cov_13.529711	57.0	2389	760	1.003947	3.50e-269	acc|GENBANK|QFG74349.1|GENBANK|MN448286|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR13270800	NODE_2691_length_3377_cov_19.980562	42.9	3377	1468	0.692098	7.61e-262	acc|GENBANK|QDY51984.1|GENBANK|MK250086|RNA polymerase Rpb1, domain 5 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270800	NODE_2677_length_1756_cov_19.510737	64.5	1756	601	1.006656	8.06e-260	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR13270800	NODE_1374_length_3512_cov_35.895085	40.3	3512	1097	0.939836	8.82e-259	acc|GENBANK|QBK88446.1|GENBANK|MK500389|isoleucyl-tRNA synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR13270800	NODE_5084_length_1965_cov_9.021739	58.9	1965	759	0.769433	1.60e-250	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR13270800	NODE_39483_length_1566_cov_11.885845	67.2	1566	759	0.617918	7.68e-248	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR13270800	NODE_14389_length_1229_cov_10.877926	85.2	1229	388	0.994845	1.02e-244	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR13270800	NODE_4797_length_1637_cov_198534.703865	96.4	1637	1960	0.183163	6.53e-238	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR13270800	NODE_3215_length_2365_cov_75.513293	50.8	2365	671	0.982116	3.41e-234	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
SRR13270800	NODE_4748_length_1986_cov_243407.505888	99.7	1986	316	1.000000	2.40e-223	acc|GENBANK|WEY07650.1|GENBANK|OP219492|coat protein [Yam latent virus]	Yam latent virus	Blastx
SRR13270800	NODE_42015_length_2932_cov_17.226285	46.2	2932	936	0.797009	2.49e-217	acc|GENBANK|QFG74471.1|GENBANK|MN448288|glycine cleavage system P-protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR13270800	NODE_6977_length_1458_cov_75.818246	66.1	1458	478	0.937238	9.09e-208	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
SRR13270800	NODE_40884_length_1633_cov_13.865000	57.7	1633	706	0.733711	2.93e-200	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR13270800	NODE_122_length_2092_cov_16.422535	51.5	2092	875	0.666286	6.84e-196	acc|GENBANK|BDT62894.1|GENBANK|LC738879|DNA ligase 1-like protein [Trachysalambria curvirostris majanivirus]	Trachysalambria curvirostris majanivirus	Blastx
SRR13270800	NODE_2481_length_1856_cov_44.720241	58.1	1856	819	0.628816	2.55e-193	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR13270800	NODE_11263_length_1361_cov_7.535392	63.3	1361	637	0.697017	4.92e-193	acc|GENBANK|QBK87831.1|GENBANK|MK500370|Hsp70 protein [Marseillevirus LCMAC202]	Marseillevirus LCMAC202	Blastx
SRR13270800	NODE_3492_length_1953_cov_131.719271	50.3	1953	574	1.012195	1.33e-191	acc|GENBANK|QBK92332.1|GENBANK|MK500574|translation initiation factor [Pithovirus LCPAC304]	Pithovirus LCPAC304	Blastx
SRR13270800	NODE_28679_length_1064_cov_3.331717	77.1	1064	461	0.767896	1.77e-190	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR13270800	NODE_4670_length_1143_cov_722.355856	94.9	1143	405	0.676543	1.02e-185	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR13270800	NODE_1341_length_2578_cov_56.517878	46.5	2578	753	0.962815	2.80e-184	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270800	NODE_15229_length_1777_cov_19.815940	59.0	1777	518	0.899614	2.96e-184	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270800	NODE_27219_length_1460_cov_6.339173	56.8	1460	925	0.555676	1.71e-180	acc|GENBANK|ABY48139.1|GENBANK|EU306659|NORK [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270800	NODE_5671_length_2075_cov_9.874633	50.3	2075	656	0.902439	5.10e-180	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270800	NODE_1538_length_1546_cov_21.932584	61.5	1546	461	0.956616	6.03e-180	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
SRR13270800	NODE_15240_length_2040_cov_14.840060	47.6	2040	1263	0.486936	3.00e-176	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR13270800	NODE_1296_length_2395_cov_45.861558	48.7	2395	759	0.690382	6.76e-173	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR13270800	NODE_29250_length_1954_cov_4.260281	55.2	1954	1161	0.421189	4.16e-172	acc|GENBANK|AAP06788.1|GENBANK|AY234827|phytochrome B1 apoprotein [Zea mays]	Zea mays	Blastx
SRR13270800	NODE_25109_length_883_cov_8.074118	90.3	883	258	1.000000	3.06e-171	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR13270800	NODE_802_length_2507_cov_51.725950	44.5	2507	753	0.934927	8.69e-170	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270800	NODE_39469_length_1001_cov_8.146694	89.5	1001	258	1.000000	2.35e-169	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR13270800	NODE_6473_length_790_cov_7.396301	90.5	790	518	0.507722	3.63e-169	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270800	NODE_36699_length_743_cov_2.692958	100	743	326	0.714724	3.36e-165	acc|GENBANK|AAM94596.1|NEIGHBOR|AF510857|nucleoprotein [Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))]	Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))	Blastx
SRR13270800	NODE_42089_length_2626_cov_14.680679	45.4	2626	543	1.046041	7.27e-162	acc|GENBANK|QBK87586.1|GENBANK|MK500360|methionyl-tRNA synthetase [Marseillevirus LCMAC201]	Marseillevirus LCMAC201	Blastx
SRR13270800	NODE_8648_length_1266_cov_43.265207	58.9	1266	524	0.715649	2.11e-161	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR13270800	NODE_15817_length_1223_cov_176.544538	59.4	1223	388	0.971649	4.11e-159	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR13270800	NODE_1078_length_1479_cov_12.797372	57.8	1479	407	1.002457	7.88e-159	acc|GENBANK|ARF08154.1|GENBANK|KY684083|acetamidase/formamidase family protein [Catovirus CTV1]	Catovirus CTV1	Blastx
SRR13270800	NODE_31813_length_830_cov_3.410289	82.9	830	388	0.693299	1.18e-157	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
SRR13270800	NODE_15532_length_1666_cov_44.368647	53.1	1666	515	0.852427	1.19e-157	acc|REFSEQ|YP_010781615.1|REFSEQ|NC_075039|lysine-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
SRR13270800	NODE_8522_length_799_cov_2.842037	98.7	799	275	0.832727	3.90e-157	acc|GENBANK|QTJ00089.1|GENBANK|MW839725|nucleocapsid protein [Influenza A virus]	Influenza A virus	Blastx
SRR13270800	NODE_32635_length_1858_cov_5.973699	50.0	1858	679	0.759941	2.46e-155	acc|GENBANK|QIG60138.1|GENBANK|MN940580|ATP-dependent zinc metalloprotease [Dishui Lake large algae virus 1]	Dishui Lake large algae virus 1	Blastx
SRR13270800	NODE_43146_length_1927_cov_13.782999	42.7	1927	719	0.813630	3.49e-151	acc|GENBANK|ATZ80239.1|GENBANK|MF782455|translation initiation factor IF-2 [Bodo saltans virus]	Bodo saltans virus	Blastx
SRR13270800	NODE_667_length_1409_cov_6.278343	61.1	1409	353	1.005666	8.91e-151	acc|GENBANK|WGU26821.1|GENBANK|OQ503488|S-acyltransferase 11-like protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR13270800	NODE_1452_length_2301_cov_191.405644	52.1	2301	737	0.635007	5.38e-150	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
SRR13270800	NODE_1439_length_2906_cov_38.575357	51.6	2906	456	0.986842	6.96e-149	acc|GENBANK|QKF94222.1|GENBANK|MT418680|alanyl-tRNA synthetase [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR13270800	NODE_42645_length_1211_cov_7.774194	64.2	1211	727	0.473177	1.22e-147	acc|GENBANK|ADB85269.1|GENBANK|GQ252805|putative lectin-like protein kinase [Phyllostachys edulis]	Phyllostachys edulis	Blastx
SRR13270800	NODE_14174_length_1486_cov_27.037853	49.5	1486	531	0.864407	5.27e-147	acc|GENBANK|QBK88836.1|GENBANK|MK500400|CTP synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
SRR13270800	NODE_61300_length_618_cov_2.594872	100	618	244	0.844262	1.76e-146	acc|GENBANK|ACS72863.1|GENBANK|GQ161244|E1 [human papillomavirus 18]	human papillomavirus 18	Blastx
SRR13270800	NODE_42792_length_2085_cov_14.581871	43.3	2085	686	0.781341	6.12e-146	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
