Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
DRR208400	NODE_176_length_7661_cov_7270.774515	93.1	7661	1816	1.000551	0.00e+00	acc|GENBANK|QCT25584.1|GENBANK|MK782911|polyprotein [Yam virus Y]	Yam virus Y	Blastx
DRR208400	NODE_142_length_4261_cov_1658.054399	91.6	4261	1887	0.752517	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1517_length_3646_cov_4078.233878	92.5	3646	1196	1.000836	0.00e+00	acc|REFSEQ|YP_009316179.1|REFSEQ|NC_031763|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1503_length_3037_cov_3453.099534	100	3037	3103	0.326136	0.00e+00	acc|GENBANK|UOF93224.1|NEIGHBOR|OM471973|polyprotein [Yam mosaic virus]	Yam mosaic virus	Blastx
DRR208400	NODE_1489_length_3037_cov_2245.464381	98.7	3037	3103	0.326136	0.00e+00	acc|GENBANK|UZZ47382.1|NEIGHBOR|OP722585|polyprotein [Yam mosaic virus]	Yam mosaic virus	Blastx
DRR208400	NODE_1495_length_3143_cov_920.960450	92.5	3143	1887	0.549020	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1360_length_2867_cov_1474.136909	99.1	2867	3103	0.296487	0.00e+00	acc|GENBANK|UOF93224.1|NEIGHBOR|OM471973|polyprotein [Yam mosaic virus]	Yam mosaic virus	Blastx
DRR208400	NODE_117_length_2867_cov_934.787932	97.2	2867	3103	0.296487	0.00e+00	acc|GENBANK|UOF93099.1|NEIGHBOR|OL584358|polyprotein [Yam mosaic virus]	Yam mosaic virus	Blastx
DRR208400	NODE_1474_length_2563_cov_1727.079051	95.7	2563	1887	0.452570	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1519_length_1790_cov_3734.418896	94.3	1790	1155	0.516017	0.00e+00	acc|GENBANK|ASU55992.1|NEIGHBOR|KX714934|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_118_length_1714_cov_896.515170	96.5	1714	1887	0.302597	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1914_length_2006_cov_1783.744045	83.5	2006	1196	0.558528	0.00e+00	acc|REFSEQ|YP_009316179.1|REFSEQ|NC_031763|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1455_length_1705_cov_1558.892344	96.5	1705	1887	0.301007	0.00e+00	acc|REFSEQ|YP_009316187.1|REFSEQ|NC_031766|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_152_length_1681_cov_704.390170	95.9	1681	1887	0.296767	0.00e+00	acc|REFSEQ|YP_009316187.1|REFSEQ|NC_031766|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1349_length_1658_cov_1734.506462	95.5	1658	1887	0.292528	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1508_length_1585_cov_741.149485	96.6	1585	1887	0.279809	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
DRR208400	NODE_1511_length_1540_cov_1035.841407	94.7	1540	1887	0.271860	0.00e+00	acc|GENBANK|ASU55991.1|NEIGHBOR|KX714933|polyprotein [Dioscorea mosaic associated virus]	Dioscorea mosaic associated virus	Blastx
