Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR14574590	NC_000947.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_000947.1.consensus.fasta
SRR14574590	NC_001445.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_001445.1.consensus.fasta
SRR14574590	NC_001616.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_001616.1.consensus.fasta
SRR14574590	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_001721.1.consensus.fasta
SRR14574590	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_001777.1.consensus.fasta
SRR14574590	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_001812.1.consensus.fasta
SRR14574590	NC_001841.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_001841.1.consensus.fasta
SRR14574590	NC_002509.2	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_002509.2.consensus.fasta
SRR14574590	NC_003003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_003003.1.consensus.fasta
SRR14574590	NC_003004.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_003004.1.consensus.fasta
SRR14574590	NC_003492.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_003492.1.consensus.fasta
SRR14574590	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_004011.1.consensus.fasta
SRR14574590	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_004667.1.consensus.fasta
SRR14574590	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_004706.1.consensus.fasta
SRR14574590	NC_004752.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_004752.1.consensus.fasta
SRR14574590	NC_005289.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_005289.1.consensus.fasta
SRR14574590	NC_005290.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_005290.1.consensus.fasta
SRR14574590	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_009010.1.consensus.fasta
SRR14574590	NC_010538.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_010538.1.consensus.fasta
SRR14574590	NC_011541.1	258	0.55	1.2554	False	/data/output/mapping/map2Ref/SRR14574590/NC_011541.1.consensus.fasta
SRR14574590	NC_014742.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_014742.1.consensus.fasta
SRR14574590	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_016003.1.consensus.fasta
SRR14574590	NC_018093.1	158	0.58	0.7156	False	/data/output/mapping/map2Ref/SRR14574590/NC_018093.1.consensus.fasta
SRR14574590	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_018175.1.consensus.fasta
SRR14574590	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_018455.1.consensus.fasta
SRR14574590	NC_019412.1	6376	91.20	79.1359	True	/data/output/mapping/map2Ref/SRR14574590/NC_019412.1.consensus.fasta
SRR14574590	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_022895.1.consensus.fasta
SRR14574590	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_025252.1.consensus.fasta
SRR14574590	NC_026248.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_026248.1.consensus.fasta
SRR14574590	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_027212.1.consensus.fasta
SRR14574590	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_028111.1.consensus.fasta
SRR14574590	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_031763.1.consensus.fasta
SRR14574590	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_031766.1.consensus.fasta
SRR14574590	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_034250.1.consensus.fasta
SRR14574590	NC_038381.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_038381.1.consensus.fasta
SRR14574590	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_038561.1.consensus.fasta
SRR14574590	NC_038986.1	12	1.62	0.1182	False	/data/output/mapping/map2Ref/SRR14574590/NC_038986.1.consensus.fasta
SRR14574590	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_038987.1.consensus.fasta
SRR14574590	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_038995.1.consensus.fasta
SRR14574590	NC_040712.1	2	1.40	0.0140	False	/data/output/mapping/map2Ref/SRR14574590/NC_040712.1.consensus.fasta
SRR14574590	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_040825.1.consensus.fasta
SRR14574590	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_043084.1.consensus.fasta
SRR14574590	NC_043141.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_043141.1.consensus.fasta
SRR14574590	NC_043146.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_043146.1.consensus.fasta
SRR14574590	NC_043150.1	281	5.44	12.9930	False	/data/output/mapping/map2Ref/SRR14574590/NC_043150.1.consensus.fasta
SRR14574590	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_043159.1.consensus.fasta
SRR14574590	NC_043160.1	1	1.94	0.0194	False	/data/output/mapping/map2Ref/SRR14574590/NC_043160.1.consensus.fasta
SRR14574590	NC_043161.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_043161.1.consensus.fasta
SRR14574590	NC_043422.1	194	2.43	3.6798	False	/data/output/mapping/map2Ref/SRR14574590/NC_043422.1.consensus.fasta
SRR14574590	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_055177.1.consensus.fasta
SRR14574590	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_055491.1.consensus.fasta
SRR14574590	NC_055506.1	140	0.61	0.6657	False	/data/output/mapping/map2Ref/SRR14574590/NC_055506.1.consensus.fasta
SRR14574590	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_075430.1.consensus.fasta
SRR14574590	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_075431.1.consensus.fasta
SRR14574590	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_076148.1.consensus.fasta
SRR14574590	NC_076205.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_076205.1.consensus.fasta
SRR14574590	NC_076449.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_076449.1.consensus.fasta
SRR14574590	NC_076495.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_076495.1.consensus.fasta
SRR14574590	NC_076962.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR14574590/NC_076962.1.consensus.fasta
