Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
DRR045125	NODE_28282_length_5035_cov_22.099960	83.0	5035	2466	0.656934	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
DRR045125	NODE_940_length_4093_cov_25.320443	61.6	4093	1281	0.810304	0.00e+00	acc|GENBANK|AAA67727.1|GENBANK|U15647|reverse transcriptase [Mus musculus domesticus]	Mus musculus domesticus	Blastx
DRR045125	NODE_24239_length_2458_cov_60.778969	78.1	2458	700	0.987143	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
DRR045125	NODE_1951_length_3720_cov_11.501221	44.8	3720	1201	1.014155	0.00e+00	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
DRR045125	NODE_2092_length_1988_cov_195.929923	74.6	1988	630	0.982540	0.00e+00	acc|REFSEQ|YP_004061438.1|REFSEQ|NC_014765|hypothetical protein [Bathycoccus sp. RCC1105 virus BpV1]	Bathycoccus sp. RCC1105 virus BpV1	Blastx
DRR045125	NODE_11_length_2582_cov_23.121616	56.0	2582	1263	0.623911	8.16e-300	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
DRR045125	NODE_1833_length_1291_cov_110.747218	88.6	1291	518	0.830116	2.78e-277	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
DRR045125	NODE_4129_length_1279_cov_675.090690	88.6	1279	518	0.826255	3.20e-275	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
DRR045125	NODE_3331_length_3559_cov_319.927680	47.1	3559	936	0.965812	1.65e-269	acc|GENBANK|QFG74471.1|GENBANK|MN448288|glycine cleavage system P-protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
DRR045125	NODE_23697_length_1909_cov_20.368337	60.3	1909	623	0.950241	4.19e-259	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
DRR045125	NODE_24631_length_1507_cov_95.965400	87.7	1507	405	0.965432	8.81e-251	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
DRR045125	NODE_1864_length_1999_cov_30.092065	66.9	1999	478	1.050209	8.84e-242	acc|GENBANK|AAK84479.1|GENBANK|AF275345|putative auxin growth promotor protein [Solanum lycopersicum]	Solanum lycopersicum	Blastx
DRR045125	NODE_25426_length_2053_cov_68.292574	52.3	2053	671	0.943368	1.32e-232	acc|REFSEQ|YP_010781167.1|REFSEQ|NC_075038|threonyl-tRNA synthetase [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
DRR045125	NODE_27376_length_1657_cov_26.924261	60.8	1657	631	0.896989	3.07e-224	acc|GENBANK|AWA44806.1|GENBANK|MH182523|hypothetical protein [Saccharum officinarum]	Saccharum officinarum	Blastx
DRR045125	NODE_26082_length_1516_cov_18.604181	63.6	1516	656	0.762195	2.89e-213	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
DRR045125	NODE_1017_length_2010_cov_85.813859	53.7	2010	783	0.855683	4.65e-213	acc|GENBANK|QFG73724.1|GENBANK|MN448270|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
DRR045125	NODE_10141_length_1415_cov_18.710564	73.5	1415	2466	0.191403	1.85e-212	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
DRR045125	NODE_947_length_1783_cov_11.386286	49.7	1783	1048	0.569656	2.29e-200	acc|GENBANK|QDY51684.1|GENBANK|MK250085|tRNA synthetase class I [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
DRR045125	NODE_19268_length_1240_cov_5.654515	69.3	1240	461	0.869848	1.54e-197	acc|GENBANK|AAL14456.1|GENBANK|AF397036|heat shock protein Hsc70t [Mus musculus]	Mus musculus	Blastx
DRR045125	NODE_27677_length_2371_cov_14.407186	44.7	2371	737	0.983718	3.63e-197	acc|GENBANK|CAK7597324.1|GENBANK|OZ003748|Vesicle-fusing ATPase [Catovirus sp. 'naegleriensis']	Catovirus sp. 'naegleriensis'	Blastx
DRR045125	NODE_19728_length_1823_cov_22.464804	51.0	1823	562	1.008897	1.22e-185	acc|GENBANK|QDY52375.1|GENBANK|MK250091|asparagine synthase [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
DRR045125	NODE_24841_length_1440_cov_16.830135	57.5	1440	706	0.712465	1.44e-185	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
DRR045125	NODE_11762_length_2619_cov_9.839134	42.2	2619	808	0.886139	5.30e-182	acc|GENBANK|AUF82510.1|GENBANK|KY322437|pyruvate formate-lyase [Tetraselmis virus 1]	Tetraselmis virus 1	Blastx
DRR045125	NODE_26627_length_1574_cov_44.001298	67.9	1574	405	0.930864	1.08e-178	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
DRR045125	NODE_31_length_1702_cov_37.620132	67.9	1702	405	0.930864	3.52e-178	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
DRR045125	NODE_23009_length_1929_cov_15.110232	50.6	1929	524	0.980916	4.35e-175	acc|REFSEQ|YP_010781689.1|REFSEQ|NC_075039|prolyl-tRNA synthetase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
DRR045125	NODE_10957_length_3241_cov_17.633728	51.0	3241	676	0.855030	4.42e-171	acc|REFSEQ|YP_009173627.1|REFSEQ|NC_028094|Hsp70 protein [Chrysochromulina ericina virus]	Chrysochromulina ericina virus	Blastx
DRR045125	NODE_28081_length_1373_cov_35.647015	59.2	1373	760	0.642105	1.60e-169	acc|GENBANK|QFG74349.1|GENBANK|MN448286|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
DRR045125	NODE_21823_length_1326_cov_33.580820	90.3	1326	258	1.000000	1.78e-168	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
DRR045125	NODE_52_length_1705_cov_24.275120	90.3	1705	258	1.000000	6.90e-168	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
DRR045125	NODE_4142_length_1714_cov_81.296847	89.5	1714	258	1.000000	3.09e-167	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
DRR045125	NODE_1524_length_1711_cov_96.063766	61.0	1711	558	0.775986	1.81e-166	acc|GENBANK|QOR60244.1|GENBANK|MK522034|hypothetical protein [Bathycoccus sp. RCC716 virus 1]	Bathycoccus sp. RCC716 virus 1	Blastx
DRR045125	NODE_5036_length_1189_cov_7.976644	65.9	1189	706	0.502833	5.98e-166	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
DRR045125	NODE_13648_length_896_cov_10.827346	83.1	896	601	0.492512	1.71e-164	acc|GENBANK|AAB62581.1|GENBANK|U68072|3-hydroxy-3-methylglutaryl CoA reductase 2 [Solanum lycopersicum]	Solanum lycopersicum	Blastx
DRR045125	NODE_38110_length_2047_cov_5.065541	50.0	2047	697	0.731707	3.37e-163	acc|REFSEQ|YP_010781946.1|REFSEQ|NC_075039|catalase [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
DRR045125	NODE_26796_length_1401_cov_57.813596	59.1	1401	388	0.994845	4.22e-162	acc|GENBANK|AAU93529.1|GENBANK|AY691949|alcohol dehydrogenase 1 [Zea mays]	Zea mays	Blastx
DRR045125	NODE_21451_length_1997_cov_14.917515	47.5	1997	563	0.998224	2.85e-156	acc|REFSEQ|YP_010780657.1|REFSEQ|NC_075038|dna topoisomerase 1b [Tupanvirus deep ocean]	Tupanvirus deep ocean	Blastx
DRR045125	NODE_24020_length_1296_cov_62.028504	53.3	1296	489	0.893661	4.65e-152	acc|GENBANK|QBK85775.1|GENBANK|MK500327|aspartyl/asparaginyl-tRNA synthetase [Marseillevirus LCMAC101]	Marseillevirus LCMAC101	Blastx
DRR045125	NODE_2721_length_1339_cov_239.287136	54.5	1339	638	0.689655	7.10e-152	acc|REFSEQ|YP_004894551.1|REFSEQ|NC_016072|heat shock 70 kDa protein-like protein [Megavirus chiliensis]	Megavirus chiliensis	Blastx
DRR045125	NODE_26927_length_843_cov_17.908642	86.8	843	2466	0.113544	1.42e-151	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
DRR045125	NODE_15453_length_637_cov_4.084437	100	637	219	0.917808	1.41e-150	acc|GENBANK|AUI39623.1|NEIGHBOR|MF468140|chloramphenicol acetyltransferase [macacine betaherpesvirus 3]	macacine betaherpesvirus 3	Blastx
DRR045125	NODE_28066_length_1339_cov_139.719755	54.5	1339	638	0.689655	9.15e-150	acc|REFSEQ|YP_004894551.1|REFSEQ|NC_016072|heat shock 70 kDa protein-like protein [Megavirus chiliensis]	Megavirus chiliensis	Blastx
DRR045125	NODE_24357_length_1268_cov_16.717409	54.7	1268	518	0.793436	1.26e-148	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
DRR045125	NODE_39874_length_877_cov_7.411137	69.1	877	292	0.976027	2.35e-148	acc|GENBANK|QKE44490.1|GENBANK|MT364305|putative thymidylate synthase [Yalta virus]	Yalta virus	Blastx
DRR045125	NODE_1268_length_1470_cov_21.643006	49.5	1470	531	0.864407	4.42e-147	acc|GENBANK|QBK88836.1|GENBANK|MK500400|CTP synthetase [Mimivirus LCMiAC01]	Mimivirus LCMiAC01	Blastx
DRR045125	NODE_1156_length_1080_cov_33.251194	72.9	1080	325	0.898462	2.40e-145	acc|GENBANK|QDH91349.1|GENBANK|MN036178|hypothetical protein [Partitiviridae sp.]	Partitiviridae sp.	Blastx
DRR045125	NODE_1620_length_849_cov_21.588235	80.8	849	237	0.987342	6.99e-144	acc|GENBANK|UZT29049.1|GENBANK|OP765507|photosystem D1 protein [Nucleocytoviricota sp.]	Nucleocytoviricota sp.	Blastx
DRR045125	NODE_83_length_1989_cov_28.170245	49.5	1989	585	0.825641	8.87e-143	acc|GENBANK|XKM49628.1|GENBANK|PQ442274|hypothetical protein [Ostreococcus tauri virus 19-O]	Ostreococcus tauri virus 19-O	Blastx
DRR045125	NODE_69_length_897_cov_12.598380	81.6	897	564	0.462766	7.83e-142	acc|GENBANK|AWA44801.1|GENBANK|MH182523|ATP-dependent 6-phosphofructokinase [Saccharum officinarum]	Saccharum officinarum	Blastx
