Sample	RefId	MappedReads	PercentGenomeCovered	MeanCoverage	PassFilter	ConsensusFile
SRR30294453	NC_000947.1	1770425	74.50	17697.5464	True	/data/output/mapping/map2Ref/SRR30294453/NC_000947.1.consensus.fasta
SRR30294453	NC_001445.1	40568	4.49	226.5658	False	/data/output/mapping/map2Ref/SRR30294453/NC_001445.1.consensus.fasta
SRR30294453	NC_001616.1	7	1.24	0.0337	False	/data/output/mapping/map2Ref/SRR30294453/NC_001616.1.consensus.fasta
SRR30294453	NC_001721.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_001721.1.consensus.fasta
SRR30294453	NC_001777.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_001777.1.consensus.fasta
SRR30294453	NC_001812.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_001812.1.consensus.fasta
SRR30294453	NC_001841.1	44	1.87	0.2229	False	/data/output/mapping/map2Ref/SRR30294453/NC_001841.1.consensus.fasta
SRR30294453	NC_002509.2	18	0.95	0.1481	False	/data/output/mapping/map2Ref/SRR30294453/NC_002509.2.consensus.fasta
SRR30294453	NC_003003.1	727757	62.90	10392.3505	True	/data/output/mapping/map2Ref/SRR30294453/NC_003003.1.consensus.fasta
SRR30294453	NC_003004.1	1951082	66.23	44600.9997	True	/data/output/mapping/map2Ref/SRR30294453/NC_003004.1.consensus.fasta
SRR30294453	NC_003492.1	1	0.78	0.0078	False	/data/output/mapping/map2Ref/SRR30294453/NC_003492.1.consensus.fasta
SRR30294453	NC_004011.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_004011.1.consensus.fasta
SRR30294453	NC_004667.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_004667.1.consensus.fasta
SRR30294453	NC_004706.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_004706.1.consensus.fasta
SRR30294453	NC_004752.1	25153	2.96	237.4733	False	/data/output/mapping/map2Ref/SRR30294453/NC_004752.1.consensus.fasta
SRR30294453	NC_005289.1	233152	5.72	1617.3751	False	/data/output/mapping/map2Ref/SRR30294453/NC_005289.1.consensus.fasta
SRR30294453	NC_005290.1	192033	1.45	2519.7470	False	/data/output/mapping/map2Ref/SRR30294453/NC_005290.1.consensus.fasta
SRR30294453	NC_009010.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_009010.1.consensus.fasta
SRR30294453	NC_010538.1	40569	5.37	276.6615	False	/data/output/mapping/map2Ref/SRR30294453/NC_010538.1.consensus.fasta
SRR30294453	NC_011541.1	44154	5.49	478.0916	False	/data/output/mapping/map2Ref/SRR30294453/NC_011541.1.consensus.fasta
SRR30294453	NC_014742.1	112	2.98	0.8222	False	/data/output/mapping/map2Ref/SRR30294453/NC_014742.1.consensus.fasta
SRR30294453	NC_016003.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_016003.1.consensus.fasta
SRR30294453	NC_018093.1	84393	3.39	569.3955	False	/data/output/mapping/map2Ref/SRR30294453/NC_018093.1.consensus.fasta
SRR30294453	NC_018175.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_018175.1.consensus.fasta
SRR30294453	NC_018455.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_018455.1.consensus.fasta
SRR30294453	NC_019412.1	26410	2.24	321.0549	False	/data/output/mapping/map2Ref/SRR30294453/NC_019412.1.consensus.fasta
SRR30294453	NC_022895.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_022895.1.consensus.fasta
SRR30294453	NC_025252.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_025252.1.consensus.fasta
SRR30294453	NC_026248.1	2990326	92.64	42954.2422	True	/data/output/mapping/map2Ref/SRR30294453/NC_026248.1.consensus.fasta
SRR30294453	NC_027212.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_027212.1.consensus.fasta
SRR30294453	NC_028111.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_028111.1.consensus.fasta
SRR30294453	NC_031763.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_031763.1.consensus.fasta
SRR30294453	NC_031766.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_031766.1.consensus.fasta
SRR30294453	NC_034250.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_034250.1.consensus.fasta
SRR30294453	NC_038381.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_038381.1.consensus.fasta
SRR30294453	NC_038561.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_038561.1.consensus.fasta
SRR30294453	NC_038986.1	12	1.66	0.1462	False	/data/output/mapping/map2Ref/SRR30294453/NC_038986.1.consensus.fasta
SRR30294453	NC_038987.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_038987.1.consensus.fasta
SRR30294453	NC_038995.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_038995.1.consensus.fasta
SRR30294453	NC_040712.1	14	11.46	0.1874	False	/data/output/mapping/map2Ref/SRR30294453/NC_040712.1.consensus.fasta
SRR30294453	NC_040825.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_040825.1.consensus.fasta
SRR30294453	NC_043084.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_043084.1.consensus.fasta
SRR30294453	NC_043141.1	10	7.95	0.3684	False	/data/output/mapping/map2Ref/SRR30294453/NC_043141.1.consensus.fasta
SRR30294453	NC_043146.1	109	5.30	4.0079	False	/data/output/mapping/map2Ref/SRR30294453/NC_043146.1.consensus.fasta
SRR30294453	NC_043150.1	100260	25.70	9448.6474	False	/data/output/mapping/map2Ref/SRR30294453/NC_043150.1.consensus.fasta
SRR30294453	NC_043159.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_043159.1.consensus.fasta
SRR30294453	NC_043160.1	23	11.18	1.6951	False	/data/output/mapping/map2Ref/SRR30294453/NC_043160.1.consensus.fasta
SRR30294453	NC_043161.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_043161.1.consensus.fasta
SRR30294453	NC_043422.1	90	17.92	2.5328	False	/data/output/mapping/map2Ref/SRR30294453/NC_043422.1.consensus.fasta
SRR30294453	NC_055177.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_055177.1.consensus.fasta
SRR30294453	NC_055491.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_055491.1.consensus.fasta
SRR30294453	NC_055506.1	3	0.83	0.0245	False	/data/output/mapping/map2Ref/SRR30294453/NC_055506.1.consensus.fasta
SRR30294453	NC_075430.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_075430.1.consensus.fasta
SRR30294453	NC_075431.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_075431.1.consensus.fasta
SRR30294453	NC_076148.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_076148.1.consensus.fasta
SRR30294453	NC_076205.1	10	0.68	0.0649	False	/data/output/mapping/map2Ref/SRR30294453/NC_076205.1.consensus.fasta
SRR30294453	NC_076449.1	0	0.00	0.0000	False	/data/output/mapping/map2Ref/SRR30294453/NC_076449.1.consensus.fasta
