Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR17635183	NODE_1156_length_4412_cov_7.370303	99.3	4412	1870	0.770053	0.00e+00	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635183	NODE_1598_length_3549_cov_26.368197	98.1	3549	1064	1.000000	0.00e+00	acc|GENBANK|ANF06856.1|NEIGHBOR|KU309314|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635183	NODE_905_length_1920_cov_1694.537125	83.0	1920	1960	0.326531	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_855_length_1197_cov_3014.624150	98.0	1197	1960	0.176020	7.22e-232	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_906_length_1040_cov_2469.838077	86.1	1040	1960	0.176531	6.29e-198	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_474_length_892_cov_4.128588	93.3	892	1335	0.222472	9.26e-195	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635183	NODE_1892_length_927_cov_5.591611	97.1	927	1870	0.165241	6.31e-192	acc|GENBANK|ANF06855.1|NEIGHBOR|KU641565|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR17635183	NODE_1849_length_769_cov_2.632353	91.0	769	1335	0.191011	3.65e-157	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635183	NODE_894_length_705_cov_2484.662281	90.6	705	1960	0.119898	4.14e-140	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_1618_length_2050_cov_4.682602	86.2	2050	246	1.000000	2.01e-137	acc|GENBANK|AJD23385.1|GENBANK|KJ789133|coat protein [Yam virus X]	Yam virus X	Blastx
SRR17635183	NODE_1724_length_468_cov_4.125280	82.0	468	224	0.669643	2.82e-86	acc|GENBANK|QDH89109.1|GENBANK|MN034603|hypothetical protein [Picornavirales sp.]	Picornavirales sp.	Blastx
SRR17635183	NODE_4_length_987_cov_8.533126	39.4	987	455	0.747253	9.67e-85	acc|GENBANK|QFG73745.1|GENBANK|MN448270|elongation factor Tu GTP binding domain protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR17635183	NODE_879_length_509_cov_8277.649590	83.4	509	3118	0.054201	2.40e-79	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635183	NODE_1605_length_502_cov_2.544699	74.7	502	630	0.263492	4.87e-79	acc|REFSEQ|YP_004061438.1|REFSEQ|NC_014765|hypothetical protein [Bathycoccus sp. RCC1105 virus BpV1]	Bathycoccus sp. RCC1105 virus BpV1	Blastx
SRR17635183	NODE_1608_length_422_cov_2.765586	92.0	422	1335	0.102622	2.76e-77	acc|GENBANK|AJD23416.1|GENBANK|KM009120|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635183	NODE_488_length_493_cov_2.671610	68.3	493	405	0.404938	9.92e-77	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR17635183	NODE_3570_length_385_cov_1.769231	93.8	385	1335	0.095880	3.84e-73	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635183	NODE_1584_length_457_cov_1.665138	77.5	457	602	0.250831	3.17e-70	acc|GENBANK|QIG59839.1|GENBANK|MN940578|heat shock protein 70 [Dishui Lake phycodnavirus 3]	Dishui Lake phycodnavirus 3	Blastx
SRR17635183	NODE_1648_length_468_cov_1.982103	71.8	468	676	0.230769	1.15e-68	acc|REFSEQ|YP_009173627.1|REFSEQ|NC_028094|Hsp70 protein [Chrysochromulina ericina virus]	Chrysochromulina ericina virus	Blastx
SRR17635183	NODE_3543_length_330_cov_2.087379	95.4	330	472	0.228814	4.65e-68	acc|GENBANK|QXN75449.1|GENBANK|MW648538|RNA-dependent RNA polymerase [Grapevine-associated tymo-like virus 3]	Grapevine-associated tymo-like virus 3	Blastx
SRR17635183	NODE_3538_length_324_cov_1.277228	86.0	324	258	0.414729	1.59e-65	acc|GENBANK|WMV02893.1|GENBANK|OP630990|alpha-tubulin [Diderma spumarioides]	Diderma spumarioides	Blastx
SRR17635183	NODE_20_length_327_cov_2.084967	96.3	327	1335	0.080899	4.01e-62	acc|GENBANK|AJD23371.1|GENBANK|KJ789131|putative RNA-dependent RNA polymerase [Yam virus X]	Yam virus X	Blastx
SRR17635183	NODE_1636_length_1087_cov_1.974672	37.4	1087	919	0.375408	7.06e-56	acc|GENBANK|AYV75146.1|GENBANK|MK071979|plasma membrane ATPase [Terrestrivirus sp.]	Terrestrivirus sp.	Blastx
SRR17635183	NODE_1563_length_620_cov_2.517529	58.7	620	783	0.234994	8.42e-56	acc|GENBANK|QFG73724.1|GENBANK|MN448270|Hsp90 protein [Megaviridae environmental sample]	Megaviridae environmental sample	Blastx
SRR17635183	NODE_1550_length_381_cov_2.416667	70.2	381	405	0.306173	8.33e-54	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR17635183	NODE_878_length_296_cov_4155.560000	92.9	296	1960	0.050000	2.74e-53	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_112_length_425_cov_2.529703	63.6	425	1359	0.103017	1.15e-52	acc|GENBANK|ABD78322.1|GENBANK|DQ381432|polyprotein [Primula vulgaris]	Primula vulgaris	Blastx
SRR17635183	NODE_1078_length_436_cov_1.828916	57.9	436	341	0.410557	2.21e-52	acc|GENBANK|ARF11691.1|GENBANK|KY684109|glutamine synthetase [Klosneuvirus KNV1]	Klosneuvirus KNV1	Blastx
SRR17635183	NODE_1009_length_275_cov_1.440945	78.0	275	224	0.406250	3.88e-49	acc|GENBANK|QDH89109.1|GENBANK|MN034603|hypothetical protein [Picornavirales sp.]	Picornavirales sp.	Blastx
SRR17635183	NODE_1625_length_452_cov_2.419954	58.8	452	405	0.335802	1.20e-48	acc|GENBANK|WGU26824.1|GENBANK|OQ503488|eukaryotic initiation factor 4A-III B-like [Triticum monococcum]	Triticum monococcum	Blastx
SRR17635183	NODE_1781_length_328_cov_1.680782	76.1	328	324	0.336420	1.55e-48	acc|GENBANK|QIG60113.1|GENBANK|MN940580|hypothetical protein [Dishui Lake large algae virus 1]	Dishui Lake large algae virus 1	Blastx
SRR17635183	NODE_79_length_228_cov_1.169082	100	228	1935	0.038760	2.33e-47	acc|GENBANK|QQG34637.1|GENBANK|MW328746|RdRp [Triticum polonicum deltaflexivirus 1]	Triticum polonicum deltaflexivirus 1	Blastx
SRR17635183	NODE_910_length_255_cov_4545.188034	92.8	255	229	0.362445	3.26e-47	acc|REFSEQ|YP_009116869.1|REFSEQ|NC_026248|triple gene block protein 1 [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_864_length_286_cov_4797.966038	87.4	286	3118	0.030468	3.39e-46	acc|GENBANK|AJD23397.1|NEIGHBOR|KJ789139|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635183	NODE_3416_length_267_cov_1.573171	100	267	177	0.451977	2.57e-44	acc|GENBANK|QQG34630.1|GENBANK|MW328744|HP3 [Agrostis stolonifera deltaflexivirus 1]	Agrostis stolonifera deltaflexivirus 1	Blastx
SRR17635183	NODE_74_length_608_cov_2.988075	45.5	608	1508	0.132626	2.93e-44	acc|GENBANK|CAJ00274.1|GENBANK|AJ966991|hypothetical protein [Lotus japonicus]	Lotus japonicus	Blastx
SRR17635183	NODE_1071_length_359_cov_1.050296	62.1	359	224	0.517857	5.95e-44	acc|GENBANK|QDH89109.1|GENBANK|MN034603|hypothetical protein [Picornavirales sp.]	Picornavirales sp.	Blastx
SRR17635183	NODE_1792_length_411_cov_1.312821	66.4	411	575	0.212174	1.67e-43	acc|GENBANK|CAE02704.1|GENBANK|AJ575660|putative sugar transporter [Yarrowia lipolytica]	Yarrowia lipolytica	Blastx
SRR17635183	NODE_859_length_287_cov_2565.680451	77.9	287	1960	0.048469	2.74e-42	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_1787_length_413_cov_2.091837	59.9	413	919	0.149075	4.80e-41	acc|GENBANK|AYV75146.1|GENBANK|MK071979|plasma membrane ATPase [Terrestrivirus sp.]	Terrestrivirus sp.	Blastx
SRR17635183	NODE_228_length_225_cov_929.063725	97.3	225	1960	0.037755	3.14e-40	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR17635183	NODE_758_length_197_cov_19104.471591	96.9	197	182	0.357143	5.56e-40	acc|GENBANK|BAG16179.1|GENBANK|AB430808|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635183	NODE_406_length_364_cov_3.285714	57.9	364	464	0.260776	8.25e-40	acc|GENBANK|ARF10763.1|GENBANK|KY684105|elongation Factor 1-alpha EF1-alpha [Hokovirus HKV1]	Hokovirus HKV1	Blastx
SRR17635183	NODE_1589_length_286_cov_2.943396	80.0	286	127	0.669291	1.07e-39	acc|GENBANK|QZB49175.1|GENBANK|MZ645207|histone H4-like protein [Cotesia vestalis bracovirus]	Cotesia vestalis bracovirus	Blastx
SRR17635183	NODE_1218_length_244_cov_1.035874	75.3	244	150	0.540000	6.96e-39	acc|REFSEQ|YP_009173309.1|REFSEQ|NC_028094|ubiquitin conjugating enzyme E2 [Chrysochromulina ericina virus]	Chrysochromulina ericina virus	Blastx
SRR17635183	NODE_2000_length_348_cov_1.207951	58.1	348	341	0.307918	3.15e-38	acc|GENBANK|ARF11691.1|GENBANK|KY684109|glutamine synthetase [Klosneuvirus KNV1]	Klosneuvirus KNV1	Blastx
SRR17635183	NODE_857_length_200_cov_18039.536313	98.5	200	495	0.133333	7.74e-38	acc|GENBANK|ALG64835.1|GENBANK|KR229934|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635183	NODE_1353_length_398_cov_1.050398	53.7	398	182	0.675824	1.90e-37	acc|REFSEQ|YP_009163818.1|REFSEQ|NC_027778|ORF_057R [Scale drop disease virus]	Scale drop disease virus	Blastx
SRR17635183	NODE_890_length_212_cov_9349.277487	94.3	212	3118	0.022450	1.11e-36	acc|GENBANK|AJD23399.1|NEIGHBOR|KJ789140|polyprotein [Japanese yam mosaic virus]	Japanese yam mosaic virus	Blastx
SRR17635183	NODE_646_length_288_cov_2.917603	67.0	288	385	0.244156	2.82e-36	acc|GENBANK|UUT40455.1|GENBANK|ON887238|hypothetical protein [carnivorous sponge associated iridovirus]	carnivorous sponge associated iridovirus	Blastx
SRR17635183	NODE_1782_length_346_cov_1.473846	61.3	346	815	0.136196	3.57e-36	acc|REFSEQ|YP_010782648.1|REFSEQ|NC_075039|elongation factor 2 [Tupanvirus soda lake]	Tupanvirus soda lake	Blastx
