Sample	Contig	Percent_identity	Contig_length	Reference_length	RefCoverage	E-value	Reference_name	Species	blastType
SRR13270795	NODE_5828_length_5977_cov_45411.361541	99.4	5977	1870	1.000000	0.00e+00	acc|GENBANK|AJD23393.1|NEIGHBOR|KJ789136|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR13270795	NODE_51608_length_6373_cov_30.567035	80.6	6373	2466	0.845093	0.00e+00	acc|GENBANK|AOZ57106.1|GENBANK|KX608896|Serine threonine-protein kinase TOR [Saccharum hybrid cultivar R570]	Saccharum hybrid cultivar R570	Blastx
SRR13270795	NODE_1825_length_5079_cov_61.628617	93.3	5079	1960	0.432143	0.00e+00	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR13270795	NODE_7487_length_2128_cov_171953.660143	97.5	2128	1064	0.612782	0.00e+00	acc|GENBANK|ANF06856.1|NEIGHBOR|KU309314|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR13270795	NODE_40350_length_2487_cov_8.547270	80.7	2487	686	0.973761	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR13270795	NODE_918_length_6027_cov_18.835502	42.1	6027	1468	1.007493	0.00e+00	acc|GENBANK|QDY51984.1|GENBANK|MK250086|RNA polymerase Rpb1, domain 5 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270795	NODE_1243_length_2403_cov_68.440928	76.4	2403	700	1.005714	0.00e+00	acc|GENBANK|ABY48141.1|GENBANK|EU306659|oligopeptidase A [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270795	NODE_3262_length_2239_cov_74.919311	79.0	2239	686	0.978134	0.00e+00	acc|GENBANK|WNO13952.1|GENBANK|OQ968299|coat protein [Guapo partitivirus]	Guapo partitivirus	Blastx
SRR13270795	NODE_138_length_3869_cov_32.209854	45.1	3869	1201	1.014155	0.00e+00	acc|GENBANK|QDY52415.1|GENBANK|MK250092|RNA polymerase Rpb2, domain 6 [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270795	NODE_16403_length_1524_cov_5.263581	99.8	1524	665	0.763910	0.00e+00	acc|REFSEQ|NP_057935.1|REFSEQ|NC_001501|gPr80 [Moloney murine leukemia virus]	Moloney murine leukemia virus	Blastx
SRR13270795	NODE_52546_length_3602_cov_26.463435	51.8	3602	1263	0.779097	0.00e+00	acc|GENBANK|AAL14452.1|GENBANK|AF397035|valyl-tRNA-synthetase G7a/Bat6 [Mus musculus]	Mus musculus	Blastx
SRR13270795	NODE_52845_length_1665_cov_8.466299	86.1	1665	518	0.998069	0.00e+00	acc|GENBANK|ABY48142.1|GENBANK|EU306659|serine-hydroxymethyltransferase [Medicago truncatula]	Medicago truncatula	Blastx
SRR13270795	NODE_3584_length_2709_cov_18.619955	53.7	2709	819	1.025641	1.18e-302	acc|GENBANK|QKF94107.1|GENBANK|MT418680|eukaryotic translation elongation factor 2 [Fadolivirus FV1/VV64]	Fadolivirus FV1/VV64	Blastx
SRR13270795	NODE_2265_length_1378_cov_18.262454	97.5	1378	1960	0.224490	3.68e-299	acc|REFSEQ|YP_009134730.1|REFSEQ|NC_026248|replicase polyprotein [Yam latent virus]	Yam latent virus	Blastx
SRR13270795	NODE_685_length_1784_cov_18.019989	71.8	1784	557	0.987433	1.77e-295	acc|GENBANK|WGU26825.1|GENBANK|OQ503488|putative acyl-activating enzyme 5 [Triticum monococcum]	Triticum monococcum	Blastx
SRR13270795	NODE_44489_length_1261_cov_3.128664	99.8	1261	497	0.814889	3.94e-290	acc|GENBANK|AEX92896.1|NEIGHBOR|CY105915|nucleocapsid protein [Influenza A virus (A/Puerto Rico/8-SV4/1934(H1N1))]	Influenza A virus (A/Puerto Rico/8-SV4/1934(H1N1))	Blastx
SRR13270795	NODE_1102_length_1804_cov_13.176736	66.2	1804	706	0.841360	1.09e-287	acc|GENBANK|WGU26822.1|GENBANK|OQ503488|OPT oligopeptide transporter protein [Triticum monococcum]	Triticum monococcum	Blastx
SRR13270795	NODE_5013_length_1484_cov_111516.705031	96.9	1484	1064	0.396617	7.85e-285	acc|GENBANK|AJD23394.1|NEIGHBOR|KJ789137|polyprotein [Broad bean wilt virus 2]	Broad bean wilt virus 2	Blastx
SRR13270795	NODE_5345_length_2492_cov_10.999593	65.2	2492	753	0.924303	1.25e-281	acc|GENBANK|QDY51907.1|GENBANK|MK250085|Hsp90 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270795	NODE_5906_length_2140_cov_15.055055	72.1	2140	496	1.018145	6.91e-277	acc|GENBANK|ACN78958.1|GENBANK|FJ225394|dehydration responsive protein [Glycine max]	Glycine max	Blastx
SRR13270795	NODE_504_length_2036_cov_15.980529	61.6	2036	759	0.772069	2.31e-276	acc|GENBANK|ACN78962.1|GENBANK|FJ225394|methyltransferase [Glycine max]	Glycine max	Blastx
SRR13270795	NODE_54189_length_2328_cov_22.774728	64.3	2328	656	0.939024	6.23e-266	acc|GENBANK|QDY51980.1|GENBANK|MK250086|Hsp70 protein [Mimiviridae sp. ChoanoV1]	Mimiviridae sp. ChoanoV1	Blastx
SRR13270795	NODE_5293_length_1852_cov_75.450797	59.8	1852	623	0.905297	7.61e-245	acc|GENBANK|BAL14837.1|GENBANK|AB682995|endo-1,4-b-D-glucanase [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	Blastx
